Reference,Height,Width,StripWidth,
1,3.17E+01,3.36E+01,100,
2,3.09E+01,1.99E+01,,
3,4.24E+01,9.95E+00,,
4,3.63E+01,1.15E+01,,
5,1.69E+01,2.40E+01,,
6,2.10E+01,1.89E+01,,
7,7.99E+01,4.62E+00,,
8,1.45E+01,2.10E+01,,
9,1.19E+01,2.14E+01,,
10,3.17E+01,7.33E+00,,
11,3.30E+01,6.49E+00,,
12,7.99E+01,2.53E+00,,
13,4.25E+01,4.64E+00,,
14,7.99E+01,2.28E+00,,
15,6.69E+00,2.62E+01,,
16,3.70E+01,4.64E+00,,
17,4.15E+01,3.81E+00,,
18,3.95E+01,3.59E+00,,
19,4.83E+01,2.44E+00,,
20,1.41E+01,8.29E+00,,
21,1.58E+01,6.93E+00,,
22,1.41E+01,6.41E+00,,
23,4.03E+00,2.16E+01,,
24,6.07E+00,1.15E+01,,
25,1.22E+01,5.35E+00,,
26,1.41E+01,4.54E+00,,
27,1.30E+01,4.52E+00,,
28,9.10E+00,6.34E+00,,
29,2.37E+00,2.40E+01,,
30,3.93E+01,1.44E+00,,
31,5.24E+00,1.00E+01,,
32,2.74E+00,1.89E+01,,
33,2.41E+01,2.12E+00,,
34,1.64E+00,2.62E+01,,
35,6.50E+00,6.49E+00,,
36,2.15E+00,1.89E+01,,
37,1.01E+01,3.93E+00,,
38,1.23E+00,3.04E+01,,
39,3.65E+00,1.02E+01,,
40,7.70E+00,4.70E+00,,
41,7.65E+00,4.72E+00,,
42,1.72E+00,2.10E+01,,
43,1.22E+01,2.93E+00,,
44,4.13E+00,8.45E+00,,
45,2.29E+01,1.39E+00,,
46,1.30E+01,2.40E+00,,
47,2.59E+01,1.18E+00,,
48,2.69E+01,1.10E+00,,
49,9.28E-01,3.04E+01,,
50,8.61E+00,3.24E+00,,
51,3.74E+01,7.06E-01,,
52,1.65E+01,1.59E+00,,
53,1.44E+00,1.80E+01,,
54,6.43E+00,3.98E+00,,
55,3.58E+01,7.07E-01,,
56,3.55E+01,6.95E-01,,
57,4.71E+01,5.23E-01,,
58,4.71E+00,5.22E+00,,
59,1.39E+00,1.77E+01,,
60,1.14E+01,2.12E+00,,
61,1.84E+00,1.26E+01,,
62,3.93E+01,5.87E-01,,
63,1.28E+01,1.79E+00,,
64,1.30E+01,1.74E+00,,
65,1.31E+01,1.73E+00,,
66,1.65E+00,1.36E+01,,
67,1.88E+01,1.18E+00,,
68,3.60E+00,6.11E+00,,
69,8.61E+00,2.56E+00,,
70,1.25E+00,1.74E+01,,
71,1.07E+00,2.01E+01,,
72,1.20E+00,1.77E+01,,
73,1.24E+01,1.72E+00,,
74,3.24E+01,6.35E-01,,
75,8.61E+00,2.37E+00,,
76,1.15E+00,1.77E+01,,
77,1.47E+00,1.38E+01,,
78,1.41E+01,1.43E+00,,
79,1.15E+01,1.73E+00,,
80,3.93E+01,4.93E-01,,
81,2.59E+01,7.44E-01,,
82,8.09E+00,2.38E+00,,
83,9.28E-01,2.01E+01,,
84,1.30E+01,1.42E+00,,
85,4.03E+00,4.56E+00,,
86,3.93E+01,4.65E-01,,
87,1.88E+01,9.60E-01,,
88,9.60E-01,1.86E+01,,
89,7.92E+00,2.25E+00,,
90,7.75E+00,2.26E+00,,
91,1.73E+00,1.01E+01,,
92,1.40E+01,1.24E+00,,
93,1.77E+01,9.76E-01,,
94,6.48E+00,2.66E+00,,
95,3.93E+01,4.39E-01,,
96,8.61E+00,1.99E+00,,
97,2.59E+01,6.60E-01,,
98,1.19E+01,1.43E+00,,
99,8.47E+00,1.98E+00,,
100,8.61E+00,1.94E+00,,
101,2.62E+01,6.37E-01,,
102,2.59E+01,6.33E-01,,
103,1.48E+01,1.10E+00,,
104,2.59E+01,6.23E-01,,
105,2.30E+00,6.95E+00,,
106,1.10E+00,1.45E+01,,
107,3.04E+00,5.22E+00,,
108,8.74E+00,1.81E+00,,
109,1.47E+00,1.08E+01,,
110,1.47E+00,1.07E+01,,
111,2.59E+01,5.93E-01,,
112,7.16E+00,2.14E+00,,
113,7.65E+00,1.99E+00,,
114,7.75E+00,1.95E+00,,
115,4.44E+00,3.41E+00,,
116,1.84E+00,8.19E+00,,
117,1.28E+01,1.18E+00,,
118,1.43E+00,1.05E+01,,
119,2.42E+00,6.18E+00,,
120,6.48E+00,2.30E+00,,
121,4.23E-01,3.53E+01,,
122,1.77E+01,8.36E-01,,
123,1.20E+01,1.24E+00,,
124,7.65E+00,1.92E+00,,
125,2.40E+00,6.11E+00,,
126,1.44E+00,1.01E+01,,
127,1.39E+00,1.05E+01,,
128,2.22E+00,6.54E+00,,
129,7.34E+00,1.98E+00,,
130,1.22E+01,1.18E+00,,
131,1.22E+01,1.18E+00,,
132,1.22E+01,1.17E+00,,
133,3.74E+01,3.83E-01,,
134,2.18E+00,6.54E+00,,
135,2.30E+00,6.19E+00,,
136,4.17E+00,3.41E+00,,
137,2.59E+01,5.47E-01,,
138,2.59E+01,5.47E-01,,
139,4.01E-01,3.53E+01,,
140,8.74E+00,1.61E+00,,
141,3.58E+01,3.94E-01,,
142,1.29E+01,1.09E+00,,
143,1.65E+01,8.52E-01,,
144,4.08E+00,3.43E+00,,
145,6.70E+00,2.07E+00,,
146,1.27E+01,1.09E+00,,
147,1.63E+00,8.45E+00,,
148,8.61E+00,1.60E+00,,
149,4.10E+00,3.30E+00,,
150,2.20E+00,6.11E+00,,
151,1.58E+01,8.48E-01,,
152,7.55E+00,1.77E+00,,
153,1.22E+01,1.09E+00,,
154,7.73E-01,1.72E+01,,
155,2.02E+00,6.54E+00,,
156,1.26E+01,1.05E+00,,
157,3.99E+00,3.30E+00,,
158,1.22E+01,1.07E+00,,
159,2.12E+00,6.18E+00,,
160,1.22E+01,1.07E+00,,
161,1.24E+01,1.05E+00,,
162,1.77E+01,7.33E-01,,
163,3.24E+01,3.99E-01,,
164,3.63E-01,3.53E+01,,
165,3.62E-01,3.53E+01,,
166,5.22E+00,2.41E+00,,
167,1.24E+00,1.00E+01,,
168,5.88E-01,2.10E+01,,
169,1.91E+01,6.37E-01,,
170,2.37E+01,5.12E-01,,
171,1.58E+01,7.62E-01,,
172,2.34E+01,5.12E-01,,
173,1.77E+01,6.73E-01,,
174,4.92E+00,2.41E+00,,
175,1.17E+00,1.00E+01,,
176,3.33E+00,3.49E+00,,
177,6.54E+00,1.77E+00,,
178,1.44E+00,8.01E+00,,
179,6.41E-01,1.79E+01,,
180,5.54E+00,2.07E+00,,
181,1.77E+01,6.47E-01,,
182,6.68E-01,1.72E+01,,
183,7.70E+00,1.48E+00,,
184,5.05E+00,2.25E+00,,
185,1.78E+01,6.37E-01,,
186,2.30E+00,4.89E+00,,
187,1.01E+01,1.10E+00,,
188,1.22E+01,9.00E-01,,
189,1.80E+01,6.13E-01,,
190,3.15E+00,3.49E+00,,
191,1.22E+01,8.94E-01,,
192,1.22E+01,8.92E-01,,
193,1.03E+01,1.05E+00,,
194,1.65E+00,6.57E+00,,
195,6.04E-01,1.79E+01,,
196,7.44E-01,1.45E+01,,
197,1.28E+01,8.45E-01,,
198,1.75E+01,6.13E-01,,
199,1.22E+01,8.75E-01,,
200,4.75E+00,2.25E+00,,
