Reference,Height,Width,StripWidth,,,,,,
1,4.99E+01,2.52E+01,100,,,,,,
2,4.62E+01,2.26E+01,,,,,,,
3,1.78E+01,2.26E+01,,,,,,,
4,1.08E+01,2.73E+01,,,,,,,
5,6.63E+00,3.45E+01,,,,,,,
6,2.87E+01,7.21E+00,,,,,,,
7,3.07E+01,6.47E+00,,,,,,,
8,1.45E+01,1.34E+01,,,,,,,
9,7.30E+00,2.59E+01,,,,,,,
10,3.08E+01,5.36E+00,,,,,,,
11,2.36E+01,5.97E+00,,,,,,,
12,2.12E+01,6.58E+00,,,,,,,
13,1.08E+01,1.29E+01,,,,,,,
14,3.07E+01,4.35E+00,,,,,,,
15,3.55E+00,3.39E+01,,,,,,,
16,9.15E+00,1.21E+01,,,,,,,
17,7.08E+00,1.38E+01,,,,,,,
18,7.82E+00,1.24E+01,,,,,,,
19,1.03E+01,9.10E+00,,,,,,,
20,7.44E+00,1.22E+01,,,,,,,
21,1.76E+01,4.93E+00,,,,,,,
22,7.08E+00,1.19E+01,,,,,,,
23,9.56E+00,8.78E+00,,,,,,,
24,4.57E+00,1.82E+01,,,,,,,
25,5.99E+00,1.34E+01,,,,,,,
26,1.08E+01,7.37E+00,,,,,,,
27,1.08E+01,7.33E+00,,,,,,,
28,3.17E+01,2.44E+00,,,,,,,
29,2.10E+00,3.39E+01,,,,,,,
30,3.38E+00,2.05E+01,,,,,,,
31,5.56E+00,1.24E+01,,,,,,,
32,5.27E+00,1.25E+01,,,,,,,
33,3.86E+01,1.71E+00,,,,,,,
34,7.60E+00,8.26E+00,,,,,,,
35,2.75E+00,2.22E+01,,,,,,,
36,1.88E+01,3.13E+00,,,,,,,
37,2.77E+00,2.05E+01,,,,,,,
38,2.44E+00,2.26E+01,,,,,,,
39,1.88E+01,2.89E+00,,,,,,,
40,3.99E+00,1.32E+01,,,,,,,
41,1.19E+01,4.06E+00,,,,,,,
42,2.69E+00,1.78E+01,,,,,,,
43,6.14E+00,7.37E+00,,,,,,,
44,1.57E+01,2.85E+00,,,,,,,
45,2.35E+00,1.81E+01,,,,,,,
46,1.12E+00,3.45E+01,,,,,,,
47,9.56E+00,3.76E+00,,,,,,,
48,3.64E+00,9.49E+00,,,,,,,
49,1.08E+01,3.01E+00,,,,,,,
50,1.79E+00,1.79E+01,,,,,,,
51,7.82E+00,4.01E+00,,,,,,,
52,4.28E+00,7.21E+00,,,,,,,
53,8.72E-01,3.45E+01,,,,,,,
54,2.23E+00,1.32E+01,,,,,,,
55,4.99E+01,5.89E-01,,,,,,,
56,5.95E+00,4.93E+00,,,,,,,
57,2.60E+01,1.12E+00,,,,,,,
58,1.10E+01,2.63E+00,,,,,,,
59,1.79E+00,1.61E+01,,,,,,,
60,1.04E+01,2.76E+00,,,,,,,
61,1.65E+01,1.74E+00,,,,,,,
62,1.27E+01,2.23E+00,,,,,,,
63,3.86E+01,7.25E-01,,,,,,,
64,7.55E+00,3.70E+00,,,,,,,
65,6.15E+00,4.39E+00,,,,,,,
66,1.04E+01,2.59E+00,,,,,,,
67,4.22E+01,6.35E-01,,,,,,,
68,4.12E+01,6.40E-01,,,,,,,
69,8.48E-01,3.04E+01,,,,,,,
70,5.07E-01,5.04E+01,,,,,,,
71,3.98E+00,6.34E+00,,,,,,,
72,1.44E+01,1.75E+00,,,,,,,
73,1.86E+01,1.34E+00,,,,,,,
74,1.12E+00,2.22E+01,,,,,,,
75,1.68E+01,1.47E+00,,,,,,,
76,1.05E+01,2.35E+00,,,,,,,
77,2.43E+01,1.02E+00,,,,,,,
78,3.95E+00,6.24E+00,,,,,,,
79,7.82E+00,3.14E+00,,,,,,,
80,2.00E+00,1.23E+01,,,,,,,
81,1.65E+00,1.49E+01,,,,,,,
82,4.12E+01,5.93E-01,,,,,,,
83,1.86E+01,1.29E+00,,,,,,,
84,1.69E+00,1.40E+01,,,,,,,
85,2.91E+00,8.13E+00,,,,,,,
86,6.15E+00,3.84E+00,,,,,,,
87,7.82E+00,3.00E+00,,,,,,,
88,8.18E-01,2.84E+01,,,,,,,
89,6.15E+00,3.78E+00,,,,,,,
90,1.32E+01,1.74E+00,,,,,,,
91,6.41E-01,3.45E+01,,,,,,,
92,9.30E+00,2.38E+00,,,,,,,
93,2.16E+00,1.02E+01,,,,,,,
94,2.36E+01,9.34E-01,,,,,,,
95,1.63E+00,1.32E+01,,,,,,,
96,2.14E+00,9.88E+00,,,,,,,
97,2.97E+01,7.11E-01,,,,,,,
98,8.82E+00,2.35E+00,,,,,,,
99,4.22E+01,4.81E-01,,,,,,,
100,4.57E+00,4.38E+00,,,,,,,
101,7.60E+00,2.57E+00,,,,,,,
