Reference,Height,Width,Stripwidth,,,,,,
1,2.96E+01,3.84E+01,100,,,,,,
2,2.75E+01,3.32E+01,,,,,,,
3,2.47E+01,3.14E+01,,,,,,,
4,4.98E+01,1.45E+01,,,,,,,
5,6.65E+01,1.05E+01,,,,,,,
6,1.82E+01,3.32E+01,,,,,,,
7,3.08E+01,1.64E+01,,,,,,,
8,6.31E+01,6.39E+00,,,,,,,
9,1.48E+01,2.14E+01,,,,,,,
10,2.74E+01,1.14E+01,,,,,,,
11,2.40E+01,1.14E+01,,,,,,,
12,3.93E+01,5.21E+00,,,,,,,
13,8.12E+00,2.14E+01,,,,,,,
14,1.51E+01,1.14E+01,,,,,,,
15,6.65E+01,2.37E+00,,,,,,,
16,2.63E+00,4.22E+01,,,,,,,
17,1.70E+01,6.28E+00,,,,,,,
18,6.65E+01,1.44E+00,,,,,,,
19,4.10E+01,2.12E+00,,,,,,,
20,5.29E+01,1.57E+00,,,,,,,
21,3.67E+01,2.26E+00,,,,,,,
22,3.33E+00,2.14E+01,,,,,,,
23,1.90E+01,3.68E+00,,,,,,,
24,2.84E+01,2.44E+00,,,,,,,
25,6.65E+01,9.55E-01,,,,,,,
26,9.25E+00,6.28E+00,,,,,,,
27,3.98E+00,1.43E+01,,,,,,,
28,6.65E+01,8.20E-01,,,,,,,
29,3.98E+00,1.33E+01,,,,,,,
30,8.30E+00,6.27E+00,,,,,,,
31,4.69E+01,1.09E+00,,,,,,,
32,2.47E+01,1.86E+00,,,,,,,
33,4.41E+01,1.01E+00,,,,,,,
34,1.94E+01,2.26E+00,,,,,,,
35,3.79E+01,1.06E+00,,,,,,,
36,7.68E+00,5.21E+00,,,,,,,
37,3.34E+01,1.12E+00,,,,,,,
38,7.10E+00,5.21E+00,,,,,,,
39,7.09E+00,5.21E+00,,,,,,,
40,3.86E+01,9.58E-01,,,,,,,
41,1.42E+01,2.59E+00,,,,,,,
42,4.10E+01,8.50E-01,,,,,,,
43,2.70E+01,1.21E+00,,,,,,,
44,3.08E+01,1.00E+00,,,,,,,
45,2.86E+01,1.06E+00,,,,,,,
46,3.63E+01,7.92E-01,,,,,,,
47,7.65E+00,3.57E+00,,,,,,,
48,2.80E+01,9.58E-01,,,,,,,
49,1.48E+01,1.72E+00,,,,,,,
50,9.97E+00,2.50E+00,,,,,,,
51,3.30E+01,7.48E-01,,,,,,,
52,3.03E+01,7.92E-01,,,,,,,
53,3.77E+00,6.27E+00,,,,,,,
54,1.04E+01,2.26E+00,,,,,,,
55,2.13E+01,1.11E+00,,,,,,,
56,2.25E+01,1.01E+00,,,,,,,
57,9.15E+00,2.42E+00,,,,,,,
58,3.46E+00,6.39E+00,,,,,,,
59,1.37E+01,1.57E+00,,,,,,,
60,1.96E+01,1.09E+00,,,,,,,
61,1.19E+01,1.72E+00,,,,,,,
62,1.52E+01,1.32E+00,,,,,,,
63,1.51E+01,1.21E+00,,,,,,,
64,3.45E+00,5.21E+00,,,,,,,
65,1.93E+01,9.21E-01,,,,,,,
66,2.00E+01,8.75E-01,,,,,,,
67,1.44E+01,1.21E+00,,,,,,,
68,5.77E+00,3.03E+00,,,,,,,
69,9.79E+00,1.72E+00,,,,,,,
70,5.77E-01,2.76E+01,,,,,,,
71,9.15E+00,1.71E+00,,,,,,,
72,4.77E+00,3.26E+00,,,,,,,
73,1.93E+01,8.04E-01,,,,,,,
74,3.33E+01,4.42E-01,,,,,,,
75,1.57E+00,9.05E+00,,,,,,,
76,2.40E+00,5.79E+00,,,,,,,
77,2.37E+00,5.79E+00,,,,,,,
78,1.21E+01,1.11E+00,,,,,,,
79,3.35E+01,3.93E-01,,,,,,,
80,1.45E+00,9.05E+00,,,,,,,
81,1.48E+01,8.65E-01,,,,,,,
82,2.27E+01,5.59E-01,,,,,,,
83,3.08E+01,4.11E-01,,,,,,,
84,2.63E+00,4.80E+00,,,,,,,
85,5.77E+00,2.17E+00,,,,,,,
86,3.08E+01,4.04E-01,,,,,,,
87,2.27E+01,5.47E-01,,,,,,,
88,9.15E+00,1.35E+00,,,,,,,
89,1.36E+00,9.05E+00,,,,,,,
90,5.03E+00,2.44E+00,,,,,,,
91,1.54E+01,7.91E-01,,,,,,,
92,1.54E+01,7.91E-01,,,,,,,
93,1.00E+01,1.21E+00,,,,,,,
94,9.21E+00,1.32E+00,,,,,,,
95,3.08E+01,3.92E-01,,,,,,,
96,3.35E+01,3.55E-01,,,,,,,
97,9.97E+00,1.18E+00,,,,,,,
98,1.33E+01,8.75E-01,,,,,,,
99,8.77E+00,1.32E+00,,,,,,,
100,1.03E+01,1.11E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
