Reference,Height,Width,Stripwidth,,,,,,
1,2.92E+01,3.14E+01,100,,,,,,
2,4.97E+01,1.79E+01,,,,,,,
3,3.31E+01,2.23E+01,,,,,,,
4,1.99E+01,3.29E+01,,,,,,,
5,1.99E+01,3.29E+01,,,,,,,
6,2.92E+01,2.07E+01,,,,,,,
7,5.88E+01,5.68E+00,,,,,,,
8,5.37E+00,5.69E+01,,,,,,,
9,1.46E+01,1.94E+01,,,,,,,
10,5.29E+01,5.15E+00,,,,,,,
11,2.57E+01,1.00E+01,,,,,,,
12,2.57E+01,9.38E+00,,,,,,,
13,8.33E+01,2.28E+00,,,,,,,
14,4.84E+01,3.38E+00,,,,,,,
15,6.96E+00,2.23E+01,,,,,,,
16,1.06E+01,1.40E+01,,,,,,,
17,7.35E+00,1.92E+01,,,,,,,
18,2.92E+01,4.73E+00,,,,,,,
19,3.35E+01,3.97E+00,,,,,,,
20,2.71E+01,4.84E+00,,,,,,,
21,1.37E+01,8.56E+00,,,,,,,
22,1.00E+02,1.11E+00,,,,,,,
23,6.81E+00,1.51E+01,,,,,,,
24,4.35E+00,2.31E+01,,,,,,,
25,9.47E+00,1.02E+01,,,,,,,
26,9.47E+00,9.76E+00,,,,,,,
27,5.88E+01,1.52E+00,,,,,,,
28,7.35E+00,1.20E+01,,,,,,,
29,5.88E+01,1.47E+00,,,,,,,
30,9.58E+00,8.56E+00,,,,,,,
31,8.36E+01,9.81E-01,,,,,,,
32,3.72E+00,1.94E+01,,,,,,,
33,8.36E+01,8.41E-01,,,,,,,
34,1.41E+01,4.84E+00,,,,,,,
35,2.53E+01,2.50E+00,,,,,,,
36,7.08E+00,8.56E+00,,,,,,,
37,1.64E+01,3.18E+00,,,,,,,
38,1.11E+00,4.64E+01,,,,,,,
39,9.47E+00,5.21E+00,,,,,,,
40,9.47E+00,5.18E+00,,,,,,,
41,3.17E+00,1.36E+01,,,,,,,
42,1.20E+00,3.25E+01,,,,,,,
43,4.90E+01,7.74E-01,,,,,,,
44,1.57E+00,2.31E+01,,,,,,,
45,1.06E+01,3.06E+00,,,,,,,
46,2.52E+01,1.19E+00,,,,,,,
47,6.36E-01,4.64E+01,,,,,,,
48,3.41E+00,8.56E+00,,,,,,,
49,2.70E+00,1.06E+01,,,,,,,
50,8.91E-01,3.12E+01,,,,,,,
51,3.20E+00,8.56E+00,,,,,,,
52,1.06E+01,2.39E+00,,,,,,,
53,9.47E+00,2.53E+00,,,,,,,
54,7.90E-01,2.86E+01,,,,,,,
55,4.25E+00,5.29E+00,,,,,,,
56,7.90E-01,2.83E+01,,,,,,,
57,2.58E+01,8.64E-01,,,,,,,
58,2.59E+00,8.56E+00,,,,,,,
59,1.31E+00,1.52E+01,,,,,,,
60,1.19E+01,1.55E+00,,,,,,,
61,7.99E+00,2.28E+00,,,,,,,
62,3.02E+01,5.80E-01,,,,,,,
63,6.81E+00,2.50E+00,,,,,,,
64,1.20E+00,1.39E+01,,,,,,,
65,3.72E+00,3.95E+00,,,,,,,
66,1.67E+01,8.64E-01,,,,,,,
67,1.64E+01,8.64E-01,,,,,,,
68,1.13E+00,1.24E+01,,,,,,,
69,1.46E+00,9.52E+00,,,,,,,
70,1.62E+00,8.56E+00,,,,,,,
71,3.17E+00,4.30E+00,,,,,,,
72,1.40E+01,9.69E-01,,,,,,,
73,1.52E+00,8.80E+00,,,,,,,
74,4.16E-01,3.12E+01,,,,,,,
75,1.84E+01,6.95E-01,,,,,,,
76,2.53E+01,4.99E-01,,,,,,,
77,2.43E+00,5.20E+00,,,,,,,
78,7.35E+00,1.69E+00,,,,,,,
79,6.81E+00,1.82E+00,,,,,,,
80,2.75E+01,4.44E-01,,,,,,,
81,1.37E+01,8.66E-01,,,,,,,
82,2.75E+01,4.22E-01,,,,,,,
83,1.74E+01,6.59E-01,,,,,,,
84,1.19E+01,9.57E-01,,,,,,,
85,9.52E+00,1.19E+00,,,,,,,
86,1.72E+01,6.59E-01,,,,,,,
87,1.62E+01,6.95E-01,,,,,,,
88,1.13E+00,9.93E+00,,,,,,,
89,2.26E+00,4.85E+00,,,,,,,
90,1.13E+01,9.69E-01,,,,,,,
91,1.88E+01,5.80E-01,,,,,,,
92,9.06E+00,1.19E+00,,,,,,,
93,2.26E+00,4.67E+00,,,,,,,
94,8.77E+00,1.19E+00,,,,,,,
95,1.18E+00,8.80E+00,,,,,,,
96,1.19E+01,8.70E-01,,,,,,,
97,8.68E+00,1.16E+00,,,,,,,
98,8.68E+00,1.12E+00,,,,,,,
99,1.83E+00,5.20E+00,,,,,,,
100,7.86E+00,1.19E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
