Reference,Height,Width,StripWidth,
1,8.48E+01,8.67E+00,100,
2,3.27E+01,2.05E+01,,
3,1.76E+01,3.19E+01,,
4,4.24E+01,8.66E+00,,
5,2.20E+01,1.30E+01,,
6,1.28E+01,1.99E+01,,
7,9.76E+00,2.59E+01,,
8,1.00E+02,2.18E+00,,
9,4.85E+01,4.25E+00,,
10,1.12E+01,1.81E+01,,
11,4.53E+01,4.36E+00,,
12,8.48E+01,2.32E+00,,
13,6.94E+01,2.63E+00,,
14,4.85E+01,3.62E+00,,
15,3.95E+01,4.36E+00,,
16,9.23E+00,1.86E+01,,
17,1.01E+01,1.60E+01,,
18,1.08E+01,1.37E+01,,
19,5.68E+00,2.59E+01,,
20,7.48E+01,1.89E+00,,
21,4.85E+01,2.77E+00,,
22,2.20E+01,5.88E+00,,
23,4.68E+00,2.64E+01,,
24,2.81E+01,4.13E+00,,
25,4.34E+00,2.57E+01,,
26,2.52E+01,4.28E+00,,
27,1.58E+01,6.67E+00,,
28,6.57E+00,1.56E+01,,
29,4.07E+01,2.41E+00,,
30,9.23E+00,1.05E+01,,
31,9.45E+00,8.36E+00,,
32,2.52E+01,2.97E+00,,
33,4.85E+01,1.52E+00,,
34,1.57E+01,4.50E+00,,
35,4.89E+00,1.45E+01,,
36,4.34E+00,1.45E+01,,
37,3.26E+00,1.84E+01,,
38,3.94E+00,1.43E+01,,
39,1.08E+01,5.16E+00,,
40,2.08E+01,2.63E+00,,
41,2.68E+00,1.99E+01,,
42,6.09E+00,8.66E+00,,
43,4.91E+00,1.04E+01,,
44,1.88E+00,2.64E+01,,
45,5.96E+00,7.94E+00,,
46,1.67E+01,2.83E+00,,
47,2.34E+00,2.00E+01,,
48,4.32E+00,1.04E+01,,
49,1.80E+01,2.41E+00,,
50,9.23E+00,4.64E+00,,
51,6.12E+00,6.67E+00,,
52,3.02E+01,1.29E+00,,
53,4.10E+01,9.40E-01,,
54,4.05E+00,9.32E+00,,
55,7.54E+00,4.96E+00,,
56,1.12E+01,3.20E+00,,
57,8.50E+00,4.20E+00,,
58,1.89E+00,1.84E+01,,
59,9.63E+00,3.46E+00,,
60,4.35E+01,7.47E-01,,
61,9.23E+00,3.44E+00,,
62,3.82E+00,7.94E+00,,
63,1.17E+00,2.59E+01,,
64,3.36E+01,8.86E-01,,
65,2.52E+01,1.03E+00,,
66,9.77E+00,2.63E+00,,
67,9.63E+00,2.55E+00,,
68,2.98E+01,8.02E-01,,
69,2.74E+01,8.67E-01,,
70,4.35E+01,5.40E-01,,
71,1.25E+01,1.84E+00,,
72,2.44E+01,9.40E-01,,
73,4.94E+00,4.63E+00,,
74,6.74E+00,3.29E+00,,
75,3.94E+00,5.61E+00,,
76,1.19E+00,1.86E+01,,
77,1.01E+00,2.17E+01,,
78,2.52E+01,8.65E-01,,
79,8.29E-01,2.59E+01,,
80,1.15E+00,1.86E+01,,
81,7.94E-01,2.56E+01,,
82,5.79E+00,3.51E+00,,
