Reference,Height,Width,Stripwidth,,,,,,
1,3.97E+01,3.54E+01,100,,,,,,
2,1.60E+01,7.14E+01,,,,,,,
3,5.12E+01,1.57E+01,,,,,,,
4,1.60E+01,4.20E+01,,,,,,,
5,3.97E+01,1.62E+01,,,,,,,
6,3.61E+01,1.01E+01,,,,,,,
7,5.36E+01,6.28E+00,,,,,,,
8,4.33E+00,7.14E+01,,,,,,,
9,3.82E+00,7.14E+01,,,,,,,
10,3.61E+01,7.46E+00,,,,,,,
11,1.60E+01,1.66E+01,,,,,,,
12,3.15E+00,7.14E+01,,,,,,,
13,2.67E+01,8.42E+00,,,,,,,
14,1.71E+01,1.00E+01,,,,,,,
15,1.74E+00,7.14E+01,,,,,,,
16,1.47E+01,7.41E+00,,,,,,,
17,1.60E+01,6.63E+00,,,,,,,
18,5.44E+00,1.84E+01,,,,,,,
19,1.37E+00,7.14E+01,,,,,,,
20,1.77E+00,5.47E+01,,,,,,,
21,1.29E+00,7.14E+01,,,,,,,
22,2.61E+00,3.40E+01,,,,,,,
23,2.03E+01,4.25E+00,,,,,,,
24,1.04E+01,6.15E+00,,,,,,,
25,5.72E+01,9.73E-01,,,,,,,
26,2.82E+00,1.92E+01,,,,,,,
27,9.87E-01,5.47E+01,,,,,,,
28,1.11E+00,4.77E+01,,,,,,,
29,2.85E+00,1.79E+01,,,,,,,
30,2.36E+01,2.03E+00,,,,,,,
31,2.76E+00,1.66E+01,,,,,,,
32,7.93E-01,5.47E+01,,,,,,,
33,3.17E+00,1.32E+01,,,,,,,
34,7.92E-01,4.95E+01,,,,,,,
35,1.47E+01,2.60E+00,,,,,,,
36,2.11E+00,1.79E+01,,,,,,,
37,6.83E-01,5.47E+01,,,,,,,
38,5.60E+00,6.15E+00,,,,,,,
39,5.27E+00,6.28E+00,,,,,,,
40,3.54E+01,9.28E-01,,,,,,,
41,1.47E+01,2.22E+00,,,,,,,
42,2.54E+00,1.22E+01,,,,,,,
43,2.96E+00,1.04E+01,,,,,,,
44,2.50E+01,1.22E+00,,,,,,,
45,3.17E+00,9.37E+00,,,,,,,
46,2.57E+01,1.10E+00,,,,,,,
47,5.14E+00,5.45E+00,,,,,,,
48,2.56E+00,1.08E+01,,,,,,,
49,3.25E+00,8.41E+00,,,,,,,
50,2.00E+00,1.32E+01,,,,,,,
51,3.54E+01,7.41E-01,,,,,,,
52,1.11E+00,2.36E+01,,,,,,,
53,3.89E+01,6.70E-01,,,,,,,
54,2.96E+00,8.77E+00,,,,,,,
55,3.55E+00,7.30E+00,,,,,,,
56,8.64E+00,2.88E+00,,,,,,,
57,1.12E+01,2.22E+00,,,,,,,
58,2.69E+01,9.16E-01,,,,,,,
59,1.47E+00,1.66E+01,,,,,,,
60,3.89E+01,5.96E-01,,,,,,,
61,3.58E+00,6.28E+00,,,,,,,
62,2.42E+01,9.16E-01,,,,,,,
63,2.12E+01,1.04E+00,,,,,,,
64,3.17E+00,6.87E+00,,,,,,,
65,1.06E+01,2.03E+00,,,,,,,
66,3.27E+01,6.54E-01,,,,,,,
67,3.29E+00,6.28E+00,,,,,,,
68,7.24E-01,2.68E+01,,,,,,,
69,1.06E+00,1.79E+01,,,,,,,
70,1.39E+01,1.37E+00,,,,,,,
71,3.12E+01,5.76E-01,,,,,,,
72,1.80E+00,9.83E+00,,,,,,,
73,7.92E-01,2.19E+01,,,,,,,
74,2.56E+00,6.76E+00,,,,,,,
75,9.80E-01,1.76E+01,,,,,,,
76,1.28E+00,1.34E+01,,,,,,,
77,2.68E+01,6.30E-01,,,,,,,
78,2.62E+01,6.44E-01,,,,,,,
79,2.88E+01,5.80E-01,,,,,,,
80,1.60E+01,1.04E+00,,,,,,,
81,7.47E+00,2.22E+00,,,,,,,
82,2.84E+01,5.80E-01,,,,,,,
83,7.24E-01,2.23E+01,,,,,,,
84,2.50E+01,6.44E-01,,,,,,,
85,2.45E+01,6.54E-01,,,,,,,
86,7.24E-01,2.22E+01,,,,,,,
87,3.89E+01,4.03E-01,,,,,,,
88,2.54E+00,6.08E+00,,,,,,,
89,2.44E+01,6.30E-01,,,,,,,
90,5.14E+00,2.98E+00,,,,,,,
91,1.14E+00,1.34E+01,,,,,,,
92,1.13E+00,1.34E+01,,,,,,,
93,5.24E+00,2.88E+00,,,,,,,
94,2.60E+01,5.76E-01,,,,,,,
95,1.22E+01,1.22E+00,,,,,,,
96,2.00E+00,7.45E+00,,,,,,,
97,2.57E+01,5.72E-01,,,,,,,
98,3.17E+00,4.54E+00,,,,,,,
99,1.44E+00,9.83E+00,,,,,,,
100,6.38E+00,2.22E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
