Reference,Height,Width,Stripwidth,,,,,,
1,8.71E+01,2.51E+01,100,,,,,,
2,8.14E+01,1.17E+01,,,,,,,
3,6.73E+01,8.53E+00,,,,,,,
4,1.90E+01,2.17E+01,,,,,,,
5,5.32E+01,7.49E+00,,,,,,,
6,8.71E+01,4.11E+00,,,,,,,
7,3.47E+01,8.30E+00,,,,,,,
8,6.64E+01,4.02E+00,,,,,,,
9,1.81E+01,1.35E+01,,,,,,,
10,1.09E+01,2.17E+01,,,,,,,
11,5.09E+01,4.59E+00,,,,,,,
12,1.03E+01,2.17E+01,,,,,,,
13,2.97E+01,5.29E+00,,,,,,,
14,2.27E+01,5.53E+00,,,,,,,
15,8.66E+00,1.43E+01,,,,,,,
16,2.31E+01,5.32E+00,,,,,,,
17,4.44E+01,2.58E+00,,,,,,,
18,1.81E+01,6.29E+00,,,,,,,
19,1.96E+01,4.12E+00,,,,,,,
20,3.10E+01,2.57E+00,,,,,,,
21,5.41E+00,1.44E+01,,,,,,,
22,3.10E+01,2.23E+00,,,,,,,
23,3.14E+00,2.17E+01,,,,,,,
24,5.65E+00,1.17E+01,,,,,,,
25,2.81E+00,2.09E+01,,,,,,,
26,4.45E+00,1.25E+01,,,,,,,
27,1.64E+01,3.06E+00,,,,,,,
28,2.50E+01,1.88E+00,,,,,,,
29,2.11E+00,2.17E+01,,,,,,,
30,2.07E+01,2.12E+00,,,,,,,
31,7.82E+00,5.53E+00,,,,,,,
32,7.49E+00,5.73E+00,,,,,,,
33,4.59E+00,9.33E+00,,,,,,,
34,7.49E+00,5.65E+00,,,,,,,
35,3.10E+01,1.36E+00,,,,,,,
36,2.62E+00,1.60E+01,,,,,,,
37,1.69E+01,2.48E+00,,,,,,,
38,5.03E+00,8.26E+00,,,,,,,
39,1.50E+01,2.74E+00,,,,,,,
40,2.94E+01,1.40E+00,,,,,,,
41,3.10E+01,1.33E+00,,,,,,,
42,1.85E+00,2.17E+01,,,,,,,
43,2.07E+01,1.91E+00,,,,,,,
44,2.94E+01,1.34E+00,,,,,,,
45,3.82E+01,1.02E+00,,,,,,,
46,3.76E+01,1.02E+00,,,,,,,
47,8.65E+00,4.40E+00,,,,,,,
48,4.07E+00,9.33E+00,,,,,,,
49,4.60E+00,8.26E+00,,,,,,,
50,5.09E+01,7.40E-01,,,,,,,
51,5.18E+00,7.18E+00,,,,,,,
52,2.99E+01,1.24E+00,,,,,,,
53,1.49E+01,2.48E+00,,,,,,,
54,7.78E+00,4.40E+00,,,,,,,
55,7.30E+00,4.62E+00,,,,,,,
56,4.66E+00,7.22E+00,,,,,,,
57,1.35E+01,2.48E+00,,,,,,,
58,1.95E+00,1.60E+01,,,,,,,
59,4.33E+01,7.14E-01,,,,,,,
60,4.33E+01,7.12E-01,,,,,,,
61,7.34E+00,4.09E+00,,,,,,,
62,5.18E+01,5.53E-01,,,,,,,
63,1.14E+01,2.48E+00,,,,,,,
64,5.18E+01,5.39E-01,,,,,,,
65,2.81E+00,9.91E+00,,,,,,,
66,2.47E+01,1.09E+00,,,,,,,
67,1.68E+00,1.60E+01,,,,,,,
68,2.99E+01,8.90E-01,,,,,,,
69,2.69E+01,9.84E-01,,,,,,,
70,5.00E+00,5.29E+00,,,,,,,
71,1.38E+01,1.90E+00,,,,,,,
72,3.16E+00,8.26E+00,,,,,,,
73,2.34E+01,1.09E+00,,,,,,,
74,1.21E+01,2.08E+00,,,,,,,
75,3.49E+00,7.18E+00,,,,,,,
76,4.66E+00,5.33E+00,,,,,,,
77,2.42E+01,1.02E+00,,,,,,,
78,3.79E+00,6.48E+00,,,,,,,
79,2.69E+01,9.14E-01,,,,,,,
80,1.21E+01,2.01E+00,,,,,,,
81,2.24E+01,1.05E+00,,,,,,,
82,1.96E+01,1.20E+00,,,,,,,
83,1.44E+00,1.60E+01,,,,,,,
84,3.79E+00,6.06E+00,,,,,,,
85,1.21E+01,1.90E+00,,,,,,,
86,4.92E+00,4.62E+00,,,,,,,
87,3.47E+01,6.55E-01,,,,,,,
88,4.10E+00,5.53E+00,,,,,,,
89,2.10E+01,1.08E+00,,,,,,,
90,5.52E+00,4.09E+00,,,,,,,
91,7.49E+00,3.00E+00,,,,,,,
92,1.22E+01,1.84E+00,,,,,,,
93,1.44E+00,1.54E+01,,,,,,,
94,2.10E+01,1.05E+00,,,,,,,
95,1.44E+00,1.54E+01,,,,,,,
96,2.95E+00,7.49E+00,,,,,,,
97,2.50E+01,8.82E-01,,,,,,,
98,1.22E+01,1.80E+00,,,,,,,
99,2.50E+01,8.81E-01,,,,,,,
100,2.09E+01,1.05E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
