Reference,Height,Width,StripWidth,
1,3.97E+01,3.54E+01,100,
2,2.27E+01,1.62E+01,,
3,2.01E+01,1.57E+01,,
4,5.36E+01,5.03E+00,,
5,3.61E+01,7.46E+00,,
6,6.58E+00,4.05E+01,,
7,9.96E+00,2.43E+01,,
8,3.82E+00,5.90E+01,,
9,3.16E+00,7.14E+01,,
10,1.60E+01,1.32E+01,,
11,2.85E+00,7.14E+01,,
12,1.33E+01,1.43E+01,,
13,2.67E+01,7.10E+00,,
14,2.34E+01,6.61E+00,,
15,9.03E+00,1.57E+01,,
16,3.38E+00,4.05E+01,,
17,1.42E+01,8.62E+00,,
18,1.01E+01,1.19E+01,,
19,6.92E+00,1.62E+01,,
20,6.37E+00,1.62E+01,,
21,5.21E+00,1.57E+01,,
22,2.34E+01,3.49E+00,,
23,1.60E+01,4.86E+00,,
24,5.44E+00,1.43E+01,,
25,1.37E+00,5.62E+01,,
26,1.65E+01,4.25E+00,,
27,1.47E+01,4.64E+00,,
28,1.29E+00,5.24E+01,,
29,9.96E+00,6.56E+00,,
30,4.13E+00,1.57E+01,,
31,1.04E+01,6.15E+00,,
32,1.60E+01,3.88E+00,,
33,8.68E+00,7.15E+00,,
34,3.68E+00,1.62E+01,,
35,9.79E+00,5.83E+00,,
36,7.53E-01,7.14E+01,,
37,1.01E+01,5.31E+00,,
38,8.68E+00,5.83E+00,,
39,4.92E+00,1.01E+01,,
40,9.86E-01,4.91E+01,,
41,7.61E-01,6.36E+01,,
42,1.41E+00,3.40E+01,,
43,2.36E+01,2.03E+00,,
44,6.61E-01,6.36E+01,,
45,2.63E+00,1.57E+01,,
46,1.21E+00,3.40E+01,,
47,1.01E+01,3.81E+00,,
48,6.83E-01,5.47E+01,,
49,5.36E+01,6.78E-01,,
50,2.39E+00,1.51E+01,,
51,1.25E+00,2.83E+01,,
52,7.35E+00,4.64E+00,,
53,7.35E+00,4.43E+00,,
54,1.12E+00,2.87E+01,,
55,8.48E-01,3.76E+01,,
56,5.36E+01,5.77E-01,,
57,2.54E+00,1.22E+01,,
58,3.00E+00,1.01E+01,,
59,3.17E+00,9.37E+00,,
60,1.60E+01,1.82E+00,,
61,1.77E+00,1.65E+01,,
62,7.35E+00,3.92E+00,,
63,8.48E-01,3.38E+01,,
64,1.49E+00,1.92E+01,,
65,1.60E+01,1.78E+00,,
66,2.57E+01,1.10E+00,,
67,5.14E+00,5.45E+00,,
68,2.26E+00,1.24E+01,,
69,7.93E-01,3.51E+01,,
70,2.56E+00,1.08E+01,,
71,3.25E+00,8.41E+00,,
72,8.05E-01,3.30E+01,,
73,2.00E+00,1.32E+01,,
74,3.54E+01,7.41E-01,,
75,1.11E+00,2.36E+01,,
76,3.89E+01,6.70E-01,,
77,2.96E+00,8.77E+00,,
78,3.55E+00,7.30E+00,,
79,1.33E+00,1.92E+01,,
80,8.02E-01,3.14E+01,,
81,8.64E+00,2.88E+00,,
82,1.12E+01,2.22E+00,,
83,2.69E+01,9.16E-01,,
84,8.05E-01,3.06E+01,,
85,1.29E+00,1.90E+01,,
86,1.47E+00,1.66E+01,,
87,2.51E+01,9.73E-01,,
88,1.84E+00,1.32E+01,,
89,7.92E-01,3.06E+01,,
90,1.41E+00,1.68E+01,,
91,1.47E+01,1.59E+00,,
