Reference,Height,Width,Stripwidth,
1,7.38E+01,3.89E+01,100,
2,5.12E+01,1.13E+01,,
3,5.81E+01,8.57E+00,,
4,2.74E+01,1.27E+01,,
5,2.52E+01,1.38E+01,,
6,2.62E+01,1.31E+01,,
7,2.62E+01,7.99E+00,,
8,1.91E+01,1.03E+01,,
9,1.16E+01,1.51E+01,,
10,1.72E+01,8.57E+00,,
11,7.90E+00,1.51E+01,,
12,1.58E+01,7.32E+00,,
13,1.23E+01,8.94E+00,,
14,5.80E+01,1.61E+00,,
15,1.09E+01,8.57E+00,,
16,8.43E+01,1.03E+00,,
17,3.55E+01,2.39E+00,,
18,1.57E+01,5.25E+00,,
19,7.91E+00,1.03E+01,,
20,5.72E+00,1.35E+01,,
21,1.12E+01,6.12E+00,,
22,7.42E+00,9.17E+00,,
23,4.20E+01,1.61E+00,,
24,2.74E+01,2.37E+00,,
25,1.57E+01,4.10E+00,,
26,2.53E+01,2.39E+00,,
27,3.88E+01,1.49E+00,,
28,5.45E+00,1.03E+01,,
29,6.10E+01,9.08E-01,,
30,1.89E+01,2.88E+00,,
31,1.38E+01,3.91E+00,,
32,2.37E+01,2.26E+00,,
33,3.97E+01,1.31E+00,,
34,6.12E+01,8.53E-01,,
35,4.62E+01,1.12E+00,,
36,3.91E+01,1.31E+00,,
37,5.50E+01,9.18E-01,,
38,6.15E+00,8.09E+00,,
39,1.08E+01,4.55E+00,,
40,5.50E+01,8.94E-01,,
41,9.13E+00,5.35E+00,,
42,1.12E+01,4.32E+00,,
43,4.50E+01,1.08E+00,,
44,1.58E+01,2.96E+00,,
45,4.51E+00,1.03E+01,,
46,1.57E+01,2.94E+00,,
47,9.13E+00,4.92E+00,,
48,7.42E+00,5.91E+00,,
49,1.85E+01,2.34E+00,,
50,5.43E+00,7.94E+00,,
51,5.50E+01,7.82E-01,,
52,6.09E+01,7.04E-01,,
53,1.53E+01,2.78E+00,,
54,3.14E+00,1.35E+01,,
55,4.62E+01,9.08E-01,,
56,6.03E+01,6.93E-01,,
57,2.92E+01,1.42E+00,,
58,3.90E+01,1.05E+00,,
59,1.41E+01,2.88E+00,,
60,2.62E+01,1.54E+00,,
61,5.06E+00,7.94E+00,,
62,4.85E+00,8.22E+00,,
63,4.62E+01,8.53E-01,,
64,2.58E+01,1.52E+00,,
65,1.67E+01,2.34E+00,,
66,6.12E+01,6.37E-01,,
67,8.75E+00,4.43E+00,,
68,1.66E+01,2.33E+00,,
69,2.17E+01,1.78E+00,,
70,4.28E+00,8.94E+00,,
71,6.03E+01,6.22E-01,,
72,5.49E+00,6.81E+00,,
73,7.51E+00,4.67E+00,,
74,1.12E+01,3.09E+00,,
75,1.56E+00,2.15E+01,,
76,6.15E+00,5.44E+00,,
77,4.85E+00,6.85E+00,,
78,1.20E+01,2.72E+00,,
79,2.52E+01,1.28E+00,,
80,6.12E+00,5.22E+00,,
81,3.90E+01,8.17E-01,,
82,1.46E+00,2.15E+01,,
83,2.08E+01,1.49E+00,,
84,1.74E+01,1.78E+00,,
85,3.89E+00,7.94E+00,,
86,8.75E+00,3.51E+00,,
87,5.88E+00,5.22E+00,,
88,1.57E+01,1.96E+00,,
89,1.09E+01,2.78E+00,,
90,1.47E+01,2.05E+00,,
91,1.46E+01,2.05E+00,,
92,3.09E+01,9.61E-01,,
93,6.47E+00,4.55E+00,,
94,6.45E+00,4.55E+00,,
95,6.29E+00,4.67E+00,,
96,1.57E+01,1.87E+00,,
97,1.92E+01,1.52E+00,,
98,3.01E+01,9.61E-01,,
99,2.92E+01,9.90E-01,,
100,2.08E+01,1.39E+00,,
