reference,height,width,stripwidth,
1,1.00E+02,2.64E+01,100,
2,5.55E+01,2.59E+01,,
3,7.09E+01,1.98E+01,,
4,6.50E+01,8.86E+00,,
5,1.88E+01,2.01E+01,,
6,5.75E+01,4.98E+00,,
7,7.83E+00,3.05E+01,,
8,6.36E+01,3.44E+00,,
9,2.08E+01,1.04E+01,,
10,8.01E+00,2.27E+01,,
11,6.16E+01,2.75E+00,,
12,2.05E+01,8.11E+00,,
13,1.44E+01,9.74E+00,,
14,1.00E+02,1.39E+00,,
15,6.16E+01,1.87E+00,,
16,3.50E+01,3.13E+00,,
17,1.22E+01,8.91E+00,,
18,6.65E+00,1.47E+01,,
19,3.75E+00,2.59E+01,,
20,1.24E+01,6.09E+00,,
21,3.64E+01,1.93E+00,,
22,8.01E+00,7.83E+00,,
23,3.50E+01,1.78E+00,,
24,3.50E+01,1.66E+00,,
25,3.64E+01,1.47E+00,,
26,1.70E+00,3.05E+01,,
27,2.04E+01,2.50E+00,,
28,3.50E+01,1.40E+00,,
29,6.36E+01,7.18E-01,,
30,4.79E+00,8.91E+00,,
31,2.88E+01,1.44E+00,,
32,2.06E+00,2.01E+01,,
33,2.87E+01,1.44E+00,,
34,2.04E+00,1.98E+01,,
35,2.05E+01,1.92E+00,,
36,1.41E+01,2.50E+00,,
37,1.24E+01,2.82E+00,,
38,6.65E+00,5.11E+00,,
39,3.27E+00,9.74E+00,,
40,6.69E+00,4.71E+00,,
41,1.21E+00,2.59E+01,,
42,3.50E+01,8.81E-01,,
43,6.38E+00,4.72E+00,,
44,2.30E+01,1.30E+00,,
45,1.14E+00,2.59E+01,,
46,6.69E+00,4.20E+00,,
47,2.30E+01,1.19E+00,,
48,2.82E+00,9.74E+00,,
49,3.64E+01,7.53E-01,,
50,6.38E+00,4.19E+00,,
