Reference,Height,Width,Stripwidth,
1,3.52E+01,3.26E+01,100,
2,3.00E+01,2.99E+01,,
3,1.59E+01,3.26E+01,,
4,2.05E+01,2.07E+01,,
5,3.79E+01,1.05E+01,,
6,2.40E+01,1.53E+01,,
7,9.36E+00,3.83E+01,,
8,2.05E+01,1.57E+01,,
9,3.79E+01,7.51E+00,,
10,1.34E+01,2.11E+01,,
11,1.61E+01,1.53E+01,,
12,2.52E+01,9.33E+00,,
13,1.34E+01,1.72E+01,,
14,5.97E+00,3.86E+01,,
15,2.52E+01,8.61E+00,,
16,3.44E+01,5.96E+00,,
17,5.01E+00,3.33E+01,,
18,3.00E+01,4.68E+00,,
19,2.20E+01,6.15E+00,,
20,3.38E+00,3.86E+01,,
21,8.27E+00,1.55E+01,,
22,6.95E+00,1.70E+01,,
23,4.60E+00,2.35E+01,,
24,2.20E+01,4.75E+00,,
25,2.47E+01,4.13E+00,,
26,7.20E+00,1.41E+01,,
27,2.49E+00,3.83E+01,,
28,2.07E+01,4.13E+00,,
29,4.71E+00,1.71E+01,,
30,3.00E+01,2.65E+00,,
31,1.21E+01,5.96E+00,,
32,2.20E+01,2.84E+00,,
33,3.58E+00,1.66E+01,,
34,1.52E+00,3.83E+01,,
35,1.42E+00,3.83E+01,,
36,3.31E+00,1.64E+01,,
37,1.66E+01,2.99E+00,,
38,3.79E+01,1.19E+00,,
39,2.16E+01,1.96E+00,,
40,1.07E+00,3.86E+01,,
41,2.52E+01,1.64E+00,,
42,4.06E+00,9.88E+00,,
43,3.70E+01,1.03E+00,,
44,2.09E+00,1.70E+01,,
45,3.00E+01,1.14E+00,,
46,3.79E+01,8.82E-01,,
47,1.98E+00,1.64E+01,,
48,4.22E+00,7.62E+00,,
49,9.50E+00,3.37E+00,,
50,2.42E+00,1.30E+01,,
51,2.52E+01,1.24E+00,,
52,1.33E+00,2.35E+01,,
53,7.88E-01,3.86E+01,,
54,2.52E+01,1.20E+00,,
55,2.26E+00,1.30E+01,,
56,1.70E+00,1.66E+01,,
57,2.10E+01,1.33E+00,,
58,5.75E+00,4.83E+00,,
59,2.20E+01,1.25E+00,,
60,4.01E+01,6.85E-01,,
61,2.06E+00,1.32E+01,,
62,5.28E+00,5.15E+00,,
63,4.55E+00,5.96E+00,,
64,6.96E-01,3.86E+01,,
65,1.03E+01,2.57E+00,,
66,1.51E+00,1.70E+01,,
67,4.22E+00,5.99E+00,,
68,5.01E+00,5.00E+00,,
69,6.09E+00,4.07E+00,,
70,1.59E+00,1.55E+01,,
71,2.26E+00,1.05E+01,,
72,2.67E+01,8.78E-01,,
73,1.80E+00,1.30E+01,,
74,1.37E+01,1.70E+00,,
75,2.60E+01,8.74E-01,,
76,1.00E+00,2.26E+01,,
77,9.53E-01,2.35E+01,,
78,1.31E+00,1.70E+01,,
79,9.79E-01,2.26E+01,,
80,1.30E+01,1.70E+00,,
81,1.66E+00,1.32E+01,,
82,3.70E+01,5.94E-01,,
83,2.20E+01,9.79E-01,,
84,5.92E-01,3.64E+01,,
85,1.59E+01,1.33E+00,,
86,1.26E+00,1.64E+01,,
87,1.55E+00,1.32E+01,,
88,7.20E+00,2.83E+00,,
89,2.03E+00,9.88E+00,,
90,1.19E+00,1.64E+01,,
91,9.20E+00,2.08E+00,,
92,1.66E+01,1.14E+00,,
93,6.09E+00,3.01E+00,,
94,4.22E+00,4.27E+00,,
95,8.65E+00,2.08E+00,,
96,4.91E-01,3.64E+01,,
97,1.04E+00,1.71E+01,,
98,4.22E+00,4.05E+00,,
99,8.20E+00,2.08E+00,,
100,7.17E-01,2.35E+01,,
