reference,height,width,stripwidth,
1,8.12E+01,1.73E+01,100,
2,8.12E+01,1.40E+01,,
3,7.07E+01,1.60E+01,,
4,2.48E+01,3.30E+01,,
5,5.49E+01,1.45E+01,,
6,4.09E+01,1.45E+01,,
7,2.35E+01,1.39E+01,,
8,9.93E+00,3.24E+01,,
9,3.25E+01,9.84E+00,,
10,5.26E+01,4.95E+00,,
11,1.99E+01,1.23E+01,,
12,9.30E+00,2.53E+01,,
13,2.01E+01,9.84E+00,,
14,4.39E+01,4.18E+00,,
15,6.03E+01,2.98E+00,,
16,2.43E+00,6.70E+01,,
17,5.69E+00,2.53E+01,,
18,2.21E+01,6.26E+00,,
19,5.26E+01,1.98E+00,,
20,2.21E+01,4.58E+00,,
21,3.01E+00,3.24E+01,,
22,3.15E+01,3.09E+00,,
23,8.12E+01,1.09E+00,,
24,9.14E+00,7.69E+00,,
25,9.04E+00,7.46E+00,,
26,3.72E+00,1.68E+01,,
27,2.35E+01,2.04E+00,,
28,3.94E+00,1.20E+01,,
29,5.85E+00,7.69E+00,,
30,1.06E+00,3.55E+01,,
31,2.04E+01,1.81E+00,,
32,4.09E+01,8.72E-01,,
33,3.15E+01,1.09E+00,,
34,1.06E+00,3.16E+01,,
35,4.10E+00,8.13E+00,,
36,2.69E+00,1.23E+01,,
37,2.21E+01,1.50E+00,,
38,2.46E+00,1.23E+01,,
39,8.98E-01,3.24E+01,,
40,1.18E+01,2.37E+00,,
41,6.82E-01,4.09E+01,,
42,1.66E+00,1.60E+01,,
43,7.87E-01,3.24E+01,,
44,5.24E+00,4.87E+00,,
45,8.59E+00,2.37E+00,,
46,3.94E+00,4.78E+00,,
47,3.80E+00,4.87E+00,,
48,6.82E-01,2.62E+01,,
49,4.10E+00,4.21E+00,,
50,1.93E+01,8.72E-01,,
