reference,height,width,stripwidth,
1,9.53E+01,2.73E+01,100,
2,6.35E+01,3.46E+01,,
3,3.32E+01,3.31E+01,,
4,6.31E+01,1.16E+01,,
5,4.97E+01,7.89E+00,,
6,3.35E+01,7.89E+00,,
7,1.89E+01,9.06E+00,,
8,2.71E+01,5.74E+00,,
9,9.53E+01,1.21E+00,,
10,9.53E+01,1.21E+00,,
11,3.18E+01,3.61E+00,,
12,2.30E+00,4.50E+01,,
13,9.53E+01,9.89E-01,,
14,1.59E+01,5.74E+00,,
15,4.24E+01,2.13E+00,,
16,5.65E+01,1.54E+00,,
17,5.65E+01,1.45E+00,,
18,5.65E+01,1.40E+00,,
19,4.98E+00,1.36E+01,,
20,8.66E+00,7.50E+00,,
21,1.39E+00,4.56E+01,,
22,1.53E+01,3.82E+00,,
23,9.95E+00,5.74E+00,,
24,7.14E+00,7.89E+00,,
25,4.69E+00,1.16E+01,,
26,3.32E+01,1.53E+00,,
27,4.16E+01,1.21E+00,,
28,1.03E+00,4.79E+01,,
29,1.12E+01,4.39E+00,,
30,1.89E+01,2.58E+00,,
31,1.04E+01,4.39E+00,,
32,3.69E+01,1.21E+00,,
33,1.03E+00,4.26E+01,,
34,1.39E+00,3.13E+01,,
35,9.07E-01,4.56E+01,,
36,8.22E+00,5.03E+00,,
37,1.06E+01,3.82E+00,,
38,1.02E+01,3.82E+00,,
39,8.57E+00,4.39E+00,,
40,4.24E+01,8.84E-01,,
41,7.19E+00,5.03E+00,,
42,8.66E+00,4.14E+00,,
43,1.39E+00,2.47E+01,,
44,4.24E+01,8.04E-01,,
45,1.60E+01,2.13E+00,,
46,1.58E+01,2.13E+00,,
47,5.59E+00,5.74E+00,,
48,6.95E+00,4.39E+00,,
49,6.06E+00,5.03E+00,,
50,6.33E+00,4.39E+00,,
