reference,height,width,stripwidth,,,,,,
1,3.13E+01,7.44E+01,100,,,,,,
2,4.05E+01,3.23E+01,,,,,,,
3,2.57E+01,4.42E+01,,,,,,,
4,2.18E+01,4.31E+01,,,,,,,
5,1.87E+01,4.31E+01,,,,,,,
6,2.82E+01,2.61E+01,,,,,,,
7,2.57E+01,1.20E+01,,,,,,,
8,5.07E+01,5.80E+00,,,,,,,
9,2.57E+01,7.90E+00,,,,,,,
10,1.60E+01,1.05E+01,,,,,,,
11,2.58E+00,5.62E+01,,,,,,,
12,1.47E+01,6.65E+00,,,,,,,
13,3.26E+01,1.95E+00,,,,,,,
14,3.00E+01,2.08E+00,,,,,,,
15,5.48E+00,1.05E+01,,,,,,,
16,1.66E+01,3.40E+00,,,,,,,
17,7.85E+00,6.65E+00,,,,,,,
18,9.85E+00,5.03E+00,,,,,,,
19,2.86E+01,1.73E+00,,,,,,,
20,2.67E+01,1.84E+00,,,,,,,
21,8.80E+00,5.45E+00,,,,,,,
22,4.47E+00,1.05E+01,,,,,,,
23,8.80E+00,5.09E+00,,,,,,,
24,2.67E+01,1.67E+00,,,,,,,
25,1.66E+01,2.67E+00,,,,,,,
26,5.60E+00,7.90E+00,,,,,,,
27,4.05E+01,1.06E+00,,,,,,,
28,2.67E+01,1.57E+00,,,,,,,
29,2.67E+01,1.57E+00,,,,,,,
30,1.05E+01,3.85E+00,,,,,,,
31,1.92E+01,2.08E+00,,,,,,,
32,1.66E+01,2.35E+00,,,,,,,
33,2.86E+01,1.36E+00,,,,,,,
34,1.60E+01,2.42E+00,,,,,,,
35,4.93E+01,7.55E-01,,,,,,,
36,5.07E+01,7.13E-01,,,,,,,
37,4.05E+01,8.77E-01,,,,,,,
38,1.40E+01,2.53E+00,,,,,,,
39,1.40E+01,2.50E+00,,,,,,,
40,5.51E+00,6.10E+00,,,,,,,
41,1.06E+01,3.09E+00,,,,,,,
42,1.60E+01,2.02E+00,,,,,,,
43,1.01E+01,3.09E+00,,,,,,,
44,5.07E+01,6.13E-01,,,,,,,
45,4.93E+01,6.24E-01,,,,,,,
46,2.52E+01,1.07E+00,,,,,,,
47,2.41E+01,1.07E+00,,,,,,,
48,3.26E+01,7.35E-01,,,,,,,
49,1.05E+01,2.25E+00,,,,,,,
50,3.26E+01,7.17E-01,,,,,,,
,,,,,,,,,
,,,,,,,,,
