Reference,Height,Width,StripWidth,
1,3.24E+01,4.16E+01,100,
2,4.67E+01,1.55E+01,,
3,7.83E+01,8.17E+00,,
4,3.15E+01,1.55E+01,,
5,4.52E+01,1.08E+01,,
6,3.32E+01,1.02E+01,,
7,2.68E+01,1.22E+01,,
8,7.83E+01,2.68E+00,,
9,8.77E+00,1.71E+01,,
10,2.05E+01,6.92E+00,,
11,4.28E+01,3.23E+00,,
12,3.45E+00,3.23E+01,,
13,1.35E+01,8.17E+00,,
14,2.46E+00,4.16E+01,,
15,2.43E+00,4.16E+01,,
16,6.04E+00,1.63E+01,,
17,4.18E+01,2.29E+00,,
18,6.68E+01,1.25E+00,,
19,1.46E+01,5.64E+00,,
20,6.58E+00,1.19E+01,,
21,1.60E+00,4.16E+01,,
22,3.95E+00,1.63E+01,,
23,8.79E+00,6.92E+00,,
24,3.19E+01,1.72E+00,,
25,4.28E+01,1.18E+00,,
26,2.98E+01,1.69E+00,,
27,2.68E+01,1.74E+00,,
28,1.25E+01,3.68E+00,,
29,1.73E+01,2.58E+00,,
30,5.23E+00,8.17E+00,,
31,2.68E+01,1.51E+00,,
32,1.54E+01,2.50E+00,,
33,2.13E+01,1.73E+00,,
34,4.86E+01,7.50E-01,,
35,1.75E+00,1.98E+01,,
36,2.97E+00,1.12E+01,,
37,4.28E+01,7.72E-01,,
38,4.16E+00,7.86E+00,,
39,1.63E+00,2.00E+01,,
40,2.46E+01,1.31E+00,,
41,5.76E+00,5.37E+00,,
42,1.31E+01,2.35E+00,,
43,1.58E+00,1.93E+01,,
44,3.17E+01,9.61E-01,,
45,2.01E+01,1.49E+00,,
46,6.58E+00,4.41E+00,,
47,4.28E+01,6.74E-01,,
48,4.13E+00,6.79E+00,,
49,8.38E-01,3.28E+01,,
50,4.86E+01,5.61E-01,,
51,2.76E+01,9.87E-01,,
52,3.92E+00,6.92E+00,,
53,5.88E+00,4.61E+00,,
54,9.27E-01,2.92E+01,,
55,5.05E+00,5.37E+00,,
56,1.68E+01,1.60E+00,,
57,4.02E+00,6.67E+00,,
58,2.22E+00,1.19E+01,,
59,5.55E+00,4.68E+00,,
60,6.55E+00,3.95E+00,,
61,3.16E+01,8.11E-01,,
62,2.55E+00,9.94E+00,,
63,7.73E-01,3.28E+01,,
64,2.97E+00,8.55E+00,,
65,1.32E+00,1.92E+01,,
66,3.70E+01,6.84E-01,,
67,2.22E+00,1.13E+01,,
68,4.63E+00,5.37E+00,,
69,2.09E+00,1.19E+01,,
70,5.02E+00,4.93E+00,,
71,4.57E+00,5.37E+00,,
72,1.16E+00,2.10E+01,,
73,1.48E+00,1.63E+01,,
74,4.46E+00,5.37E+00,,
75,2.69E+00,8.70E+00,,
76,9.09E+00,2.57E+00,,
77,3.93E+01,5.92E-01,,
78,9.96E-01,2.32E+01,,
79,2.86E+01,8.07E-01,,
80,1.94E+00,1.19E+01,,
81,3.17E+01,7.19E-01,,
82,5.70E+00,3.99E+00,,
83,8.24E+00,2.76E+00,,
84,2.04E+00,1.11E+01,,
85,8.90E+00,2.54E+00,,
86,3.51E+00,6.39E+00,,
87,3.93E+01,5.72E-01,,
88,6.55E+00,3.42E+00,,
89,4.16E+00,5.37E+00,,
90,2.24E+01,9.90E-01,,
91,2.68E+01,8.28E-01,,
92,1.85E+00,1.19E+01,,
93,1.10E+01,2.00E+00,,
94,1.75E+00,1.25E+01,,
95,1.11E+00,1.96E+01,,
96,9.25E+00,2.34E+00,,
97,1.10E+00,1.96E+01,,
98,1.82E+00,1.19E+01,,
99,1.03E+00,2.10E+01,,
100,8.40E+00,2.55E+00,,
101,3.99E+00,5.37E+00,,
102,1.85E+00,1.15E+01,,
103,1.69E+01,1.25E+00,,
104,1.42E+01,1.49E+00,,
105,4.13E+00,5.09E+00,,
106,2.55E+00,8.22E+00,,
107,1.10E+01,1.90E+00,,
108,8.90E+00,2.34E+00,,
109,5.20E+00,3.99E+00,,
110,1.10E+01,1.89E+00,,
111,1.74E+00,1.19E+01,,
112,9.82E-01,2.10E+01,,
113,9.78E-01,2.10E+01,,
114,1.10E+01,1.87E+00,,
115,1.06E+00,1.93E+01,,
116,3.07E+00,6.67E+00,,
117,1.25E+00,1.63E+01,,
118,1.04E+00,1.92E+01,,
119,1.59E+01,1.26E+00,,
120,1.23E+00,1.63E+01,,
121,1.10E+01,1.81E+00,,
122,1.46E+01,1.35E+00,,
123,1.57E+01,1.26E+00,,
124,2.98E+01,6.63E-01,,
125,4.73E-01,4.16E+01,,
126,3.93E+01,5.00E-01,,
127,3.75E+00,5.22E+00,,
128,1.97E+01,9.90E-01,,
129,1.63E+00,1.19E+01,,
130,7.54E+00,2.58E+00,,
131,1.66E+00,1.15E+01,,
132,1.03E+01,1.85E+00,,
133,8.42E+00,2.23E+00,,
134,5.50E+00,3.38E+00,,
135,7.92E+00,2.34E+00,,
136,3.51E+00,5.27E+00,,
137,1.69E+01,1.09E+00,,
138,2.97E+00,6.18E+00,,
139,2.64E+00,6.93E+00,,
140,5.40E+00,3.38E+00,,
141,1.05E+01,1.73E+00,,
142,1.32E+01,1.38E+00,,
143,1.62E+01,1.12E+00,,
144,5.55E+00,3.26E+00,,
145,2.61E+01,6.92E-01,,
146,7.68E+00,2.34E+00,,
147,2.61E+01,6.88E-01,,
148,1.60E+01,1.12E+00,,
149,1.50E+00,1.19E+01,,
150,2.97E+00,6.00E+00,,
151,2.57E+01,6.84E-01,,
152,1.78E+00,9.84E+00,,
153,3.34E+00,5.22E+00,,
154,2.76E+01,6.32E-01,,
155,2.64E+00,6.56E+00,,
156,1.73E+01,1.00E+00,,
157,8.40E+00,2.06E+00,,
158,1.06E+00,1.63E+01,,
159,2.04E+00,8.44E+00,,
160,4.84E+00,3.54E+00,,
161,1.54E+01,1.12E+00,,
162,1.72E+01,9.90E-01,,
163,1.04E+00,1.63E+01,,
164,2.69E+00,6.30E+00,,
165,1.71E+00,9.84E+00,,
166,1.71E+00,9.84E+00,,
167,1.54E+01,1.10E+00,,
168,4.16E+00,4.03E+00,,
169,1.63E+00,1.02E+01,,
170,6.04E+00,2.76E+00,,
171,8.68E-01,1.92E+01,,
172,2.78E+00,5.98E+00,,
173,3.93E+01,4.21E-01,,
174,1.68E+01,9.79E-01,,
175,2.78E+00,5.91E+00,,
176,8.55E-01,1.92E+01,,
177,3.16E+01,5.13E-01,,
178,2.69E+00,6.01E+00,,
179,1.34E+00,1.19E+01,,
180,2.45E+00,6.49E+00,,
181,1.62E+01,9.60E-01,,
182,2.39E+00,6.49E+00,,
183,3.05E+00,4.93E+00,,
184,1.56E+01,9.60E-01,,
185,1.57E+00,9.49E+00,,
186,3.36E+00,4.41E+00,,
187,1.46E+01,1.00E+00,,
