Reference,Height,Width,StripWidth,,,,,,
1,1.32E+01,5.11E+01,100,,,,,,
2,6.89E+01,8.00E+00,,,,,,,
3,9.71E+01,4.61E+00,,,,,,,
4,1.72E+01,2.48E+01,,,,,,,
5,4.56E+01,7.74E+00,,,,,,,
6,1.39E+01,2.48E+01,,,,,,,
7,1.32E+01,2.38E+01,,,,,,,
8,1.31E+01,2.36E+01,,,,,,,
9,1.82E+01,1.55E+01,,,,,,,
10,1.27E+01,2.07E+01,,,,,,,
11,1.00E+02,2.46E+00,,,,,,,
12,4.93E+01,4.74E+00,,,,,,,
13,1.51E+01,1.44E+01,,,,,,,
14,4.17E+01,5.00E+00,,,,,,,
15,3.30E+01,5.57E+00,,,,,,,
16,1.80E+01,1.01E+01,,,,,,,
17,4.72E+01,3.67E+00,,,,,,,
18,5.63E+00,2.91E+01,,,,,,,
19,1.08E+01,1.44E+01,,,,,,,
20,1.94E+01,7.74E+00,,,,,,,
21,1.11E+01,1.29E+01,,,,,,,
22,5.31E+01,2.68E+00,,,,,,,
23,1.80E+01,6.96E+00,,,,,,,
24,1.88E+01,4.52E+00,,,,,,,
25,1.32E+01,6.39E+00,,,,,,,
26,2.08E+01,4.04E+00,,,,,,,
27,3.11E+01,2.52E+00,,,,,,,
28,2.08E+01,3.70E+00,,,,,,,
29,1.31E+01,5.59E+00,,,,,,,
30,1.80E+01,3.77E+00,,,,,,,
31,1.31E+01,5.09E+00,,,,,,,
32,3.93E+00,1.56E+01,,,,,,,
33,3.16E+00,1.93E+01,,,,,,,
34,4.20E+00,1.44E+01,,,,,,,
35,1.31E+01,4.36E+00,,,,,,,
36,1.02E+01,5.57E+00,,,,,,,
37,1.31E+01,4.21E+00,,,,,,,
38,1.92E+01,2.82E+00,,,,,,,
39,1.30E+01,4.05E+00,,,,,,,
40,5.63E+00,9.35E+00,,,,,,,
41,6.23E+00,8.05E+00,,,,,,,
42,1.80E+01,2.78E+00,,,,,,,
43,1.53E+01,3.26E+00,,,,,,,
44,1.80E+01,2.76E+00,,,,,,,
45,9.62E+00,5.16E+00,,,,,,,
46,3.52E+00,1.29E+01,,,,,,,
47,1.92E+01,2.37E+00,,,,,,,
48,7.61E+00,5.25E+00,,,,,,,
49,1.31E+01,3.03E+00,,,,,,,
50,5.81E+00,6.78E+00,,,,,,,
51,4.72E+01,8.23E-01,,,,,,,
52,6.13E+00,5.57E+00,,,,,,,
53,1.04E+01,3.23E+00,,,,,,,
54,1.88E+01,1.79E+00,,,,,,,
55,4.90E+00,6.78E+00,,,,,,,
56,4.80E+00,6.78E+00,,,,,,,
57,4.82E+00,6.58E+00,,,,,,,
58,2.12E+00,1.46E+01,,,,,,,
59,3.93E+00,7.83E+00,,,,,,,
60,5.49E+00,5.61E+00,,,,,,,
61,1.13E+01,2.68E+00,,,,,,,
62,2.12E+00,1.40E+01,,,,,,,
63,1.20E+01,2.43E+00,,,,,,,
64,3.76E+00,7.74E+00,,,,,,,
65,4.03E+00,7.14E+00,,,,,,,
66,1.92E+01,1.48E+00,,,,,,,
67,5.56E+00,5.00E+00,,,,,,,
68,3.50E+00,7.74E+00,,,,,,,
69,3.46E+00,7.74E+00,,,,,,,
70,3.95E+00,6.73E+00,,,,,,,
71,3.41E+00,7.76E+00,,,,,,,
72,5.09E+00,4.73E+00,,,,,,,
