Reference,Height,Width,StripWidth,
1,2.46E+01,3.89E+01,100,
2,2.45E+01,3.89E+01,,
3,1.36E+01,3.89E+01,,
4,5.81E+01,8.57E+00,,
5,3.43E+01,1.13E+01,,
6,7.64E+00,3.89E+01,,
7,1.69E+01,1.13E+01,,
8,1.92E+01,9.90E+00,,
9,1.16E+01,1.51E+01,,
10,2.62E+01,6.46E+00,,
11,3.55E+00,3.89E+01,,
12,1.99E+01,5.35E+00,,
13,1.59E+01,6.62E+00,,
14,5.80E+01,1.61E+00,,
15,1.99E+01,3.84E+00,,
16,1.60E+01,4.72E+00,,
17,1.72E+01,4.37E+00,,
18,7.24E+01,1.03E+00,,
19,1.39E+01,5.35E+00,,
20,1.72E+01,4.21E+00,,
21,6.86E+00,1.03E+01,,
22,1.03E+01,6.62E+00,,
23,7.42E+00,8.94E+00,,
24,1.58E+01,4.20E+00,,
25,1.24E+01,5.35E+00,,
26,2.52E+01,2.34E+00,,
27,5.91E+00,9.90E+00,,
28,3.88E+01,1.49E+00,,
29,5.45E+00,1.03E+01,,
30,6.10E+01,9.08E-01,,
31,1.89E+01,2.88E+00,,
32,1.38E+01,3.91E+00,,
33,1.91E+01,2.78E+00,,
34,1.49E+01,3.51E+00,,
35,3.97E+01,1.31E+00,,
36,6.12E+01,8.53E-01,,
37,4.62E+01,1.12E+00,,
38,5.98E+00,8.57E+00,,
39,2.62E+01,1.95E+00,,
40,1.08E+01,4.55E+00,,
41,1.58E+01,2.96E+00,,
42,2.74E+01,1.70E+00,,
43,9.13E+00,4.92E+00,,
44,7.90E+00,5.68E+00,,
45,7.42E+00,5.91E+00,,
46,4.86E+00,8.94E+00,,
47,1.85E+01,2.34E+00,,
48,5.50E+01,7.82E-01,,
49,6.09E+01,7.04E-01,,
50,1.53E+01,2.78E+00,,
51,4.90E+00,8.57E+00,,
52,6.03E+01,6.93E-01,,
53,5.72E+00,7.30E+00,,
54,2.92E+01,1.42E+00,,
55,1.41E+01,2.88E+00,,
56,2.58E+01,1.52E+00,,
57,6.12E+01,6.37E-01,,
58,2.52E+01,1.55E+00,,
59,6.36E+00,6.12E+00,,
60,2.17E+01,1.78E+00,,
61,7.42E+00,5.16E+00,,
62,5.49E+00,6.81E+00,,
63,5.72E+00,6.23E+00,,
64,1.57E+01,2.15E+00,,
65,6.15E+00,5.44E+00,,
66,4.85E+00,6.85E+00,,
67,1.35E+01,2.39E+00,,
68,2.52E+01,1.28E+00,,
69,6.12E+00,5.22E+00,,
70,3.90E+01,8.17E-01,,
71,1.46E+00,2.15E+01,,
72,2.08E+01,1.49E+00,,
73,1.74E+01,1.78E+00,,
74,3.89E+00,7.94E+00,,
75,1.57E+01,1.94E+00,,
76,1.09E+01,2.78E+00,,
77,3.38E+01,8.94E-01,,
78,1.46E+01,2.05E+00,,
79,7.42E+00,4.01E+00,,
80,6.47E+00,4.55E+00,,
81,6.29E+00,4.67E+00,,
82,1.57E+01,1.87E+00,,
83,3.18E+01,9.18E-01,,
84,2.37E+01,1.23E+00,,
85,1.92E+01,1.52E+00,,
86,3.01E+01,9.61E-01,,
87,2.40E+01,1.21E+00,,
88,2.08E+01,1.39E+00,,
89,4.51E+00,6.35E+00,,
90,1.12E+01,2.53E+00,,
91,1.18E+01,2.39E+00,,
92,5.51E+00,5.08E+00,,
93,3.36E+00,8.22E+00,,
94,1.58E+01,1.73E+00,,
95,6.33E+00,4.25E+00,,
96,2.05E+01,1.31E+00,,
97,3.32E+00,7.94E+00,,
98,8.75E+00,2.98E+00,,
99,2.41E+01,1.08E+00,,
100,7.56E+00,3.38E+00,,
101,1.52E+01,1.63E+00,,
102,6.99E+00,3.51E+00,,
103,2.37E+01,1.03E+00,,
104,1.87E+01,1.31E+00,,
105,3.55E+01,6.81E-01,,
106,2.62E+01,9.08E-01,,
107,5.06E+00,4.65E+00,,
108,4.28E+00,5.36E+00,,
109,3.88E+00,5.82E+00,,
110,2.09E+01,1.08E+00,,
111,3.90E+01,5.76E-01,,
112,1.44E+01,1.54E+00,,
113,1.63E+00,1.35E+01,,
114,3.67E+00,5.82E+00,,
115,6.15E+00,3.46E+00,,
116,2.32E+01,9.18E-01,,
117,1.12E+01,1.80E+00,,
118,4.86E+00,4.15E+00,,
119,1.47E+01,1.34E+00,,
120,1.19E+01,1.61E+00,,
121,7.04E+00,2.72E+00,,
122,2.12E+01,8.94E-01,,
123,3.90E+01,4.77E-01,,
124,2.74E+01,6.75E-01,,
125,1.19E+01,1.54E+00,,
126,1.90E+01,9.61E-01,,
127,2.00E+01,9.08E-01,,
128,1.67E+01,1.09E+00,,
129,2.62E+01,6.82E-01,,
130,3.83E+00,4.67E+00,,
131,3.55E+01,4.99E-01,,
132,4.51E+00,3.93E+00,,
133,5.68E+00,3.09E+00,,
134,2.06E+01,8.53E-01,,
135,1.52E+01,1.14E+00,,
136,1.56E+00,1.11E+01,,
137,3.68E+00,4.67E+00,,
138,7.90E+00,2.17E+00,,
139,5.54E+00,3.09E+00,,
140,8.70E+00,1.96E+00,,
141,3.23E+00,5.25E+00,,
142,7.90E+00,2.14E+00,,
143,3.71E+00,4.55E+00,,
144,1.05E+01,1.61E+00,,
145,2.11E+00,7.94E+00,,
146,1.04E+01,1.61E+00,,
147,5.06E+00,3.29E+00,,
148,1.66E+01,9.92E-01,,
149,1.56E+00,1.05E+01,,
150,3.06E+00,5.22E+00,,
151,3.00E+00,5.25E+00,,
152,4.28E+00,3.58E+00,,
153,9.26E+00,1.61E+00,,
154,2.82E+00,5.22E+00,,
155,3.10E+00,4.72E+00,,
156,2.35E+01,6.22E-01,,
157,1.47E+01,9.90E-01,,
158,6.15E+00,2.36E+00,,
159,2.76E+00,5.25E+00,,
160,1.45E+01,9.90E-01,,
161,4.65E+00,3.01E+00,,
162,6.15E+00,2.27E+00,,
163,1.15E+01,1.21E+00,,
164,6.96E+00,1.96E+00,,
165,4.95E+00,2.72E+00,,
166,2.10E+01,6.22E-01,,
167,8.07E+00,1.58E+00,,
168,8.75E+00,1.45E+00,,
169,2.74E+00,4.55E+00,,
170,1.19E+01,1.03E+00,,
171,1.49E+00,8.22E+00,,
172,2.40E+00,5.08E+00,,
173,7.59E+00,1.58E+00,,
174,2.80E+00,4.25E+00,,
175,1.57E+01,7.37E-01,,
176,8.29E+00,1.39E+00,,
177,1.19E+01,9.61E-01,,
178,1.31E+01,8.53E-01,,
179,8.32E+00,1.33E+00,,
180,1.67E+01,6.65E-01,,
181,8.75E+00,1.26E+00,,
182,8.24E+00,1.33E+00,,
183,1.26E+01,8.53E-01,,
184,3.87E+00,2.78E+00,,
185,1.04E+00,1.03E+01,,
186,2.03E+00,5.25E+00,,
187,7.78E-01,1.35E+01,,
188,4.65E+00,2.24E+00,,
189,7.47E+00,1.39E+00,,
190,1.47E+01,7.07E-01,,
191,9.13E+00,1.11E+00,,
192,7.35E-01,1.35E+01,,
193,8.75E+00,1.14E+00,,
194,1.58E+01,6.22E-01,,
195,1.67E+01,5.89E-01,,
196,1.57E+01,6.26E-01,,
197,2.78E+00,3.51E+00,,
198,8.75E+00,1.11E+00,,
199,2.75E+00,3.51E+00,,
200,4.86E+00,1.97E+00,,
