Reference,Height,Width,StripWidth,,,,,,
1,1.79E+01,5.62E+01,100,,,,,,
2,2.28E+01,3.29E+01,,,,,,,
3,1.61E+01,3.83E+01,,,,,,,
4,2.28E+01,2.33E+01,,,,,,,
5,9.31E+00,5.62E+01,,,,,,,
6,2.16E+01,2.08E+01,,,,,,,
7,9.40E+00,4.43E+01,,,,,,,
8,1.64E+01,2.12E+01,,,,,,,
9,2.72E+01,7.57E+00,,,,,,,
10,5.72E+00,3.06E+01,,,,,,,
11,2.72E+01,4.96E+00,,,,,,,
12,9.40E+00,1.19E+01,,,,,,,
13,1.05E+01,9.80E+00,,,,,,,
14,2.11E+00,3.83E+01,,,,,,,
15,4.24E+00,1.80E+01,,,,,,,
16,5.76E+00,1.16E+01,,,,,,,
17,2.20E+00,2.89E+01,,,,,,,
18,9.70E-01,6.50E+01,,,,,,,
19,1.40E+01,4.38E+00,,,,,,,
20,1.99E+00,3.06E+01,,,,,,,
21,4.57E+00,1.27E+01,,,,,,,
22,3.82E+00,1.50E+01,,,,,,,
23,2.72E+01,1.93E+00,,,,,,,
24,9.47E-01,5.52E+01,,,,,,,
25,1.79E+00,2.73E+01,,,,,,,
26,2.26E+01,2.12E+00,,,,,,,
27,7.68E+00,5.96E+00,,,,,,,
28,6.78E+00,6.62E+00,,,,,,,
29,7.68E+00,5.80E+00,,,,,,,
30,5.89E+00,7.26E+00,,,,,,,
31,1.45E+01,2.89E+00,,,,,,,
32,2.80E+00,1.50E+01,,,,,,,
33,3.18E+00,1.32E+01,,,,,,,
34,1.22E+00,3.42E+01,,,,,,,
35,1.48E+01,2.72E+00,,,,,,,
36,7.29E+00,5.51E+00,,,,,,,
37,1.47E+00,2.68E+01,,,,,,,
38,8.65E+00,4.38E+00,,,,,,,
39,5.02E+01,7.52E-01,,,,,,,
40,5.89E+00,6.35E+00,,,,,,,
41,3.06E+00,1.22E+01,,,,,,,
42,3.20E+00,1.17E+01,,,,,,,
43,1.02E+01,3.66E+00,,,,,,,
44,9.47E-01,3.93E+01,,,,,,,
45,8.92E+00,4.15E+00,,,,,,,
46,6.12E-01,6.03E+01,,,,,,,
47,3.80E+00,9.68E+00,,,,,,,
48,1.27E+01,2.89E+00,,,,,,,
49,6.05E-01,6.03E+01,,,,,,,
50,1.02E+00,3.53E+01,,,,,,,
51,1.64E+01,2.17E+00,,,,,,,
52,5.02E+01,7.00E-01,,,,,,,
53,2.72E+01,1.29E+00,,,,,,,
54,3.06E+00,1.14E+01,,,,,,,
55,9.95E+00,3.48E+00,,,,,,,
56,2.80E+00,1.23E+01,,,,,,,
57,2.95E+00,1.16E+01,,,,,,,
58,2.72E+01,1.26E+00,,,,,,,
59,3.81E+00,8.95E+00,,,,,,,
60,1.26E+00,2.68E+01,,,,,,,
61,7.02E+00,4.72E+00,,,,,,,
62,3.37E+01,9.80E-01,,,,,,,
63,2.72E+01,1.20E+00,,,,,,,
64,1.11E+01,2.88E+00,,,,,,,
65,1.78E+01,1.78E+00,,,,,,,
66,6.92E+00,4.58E+00,,,,,,,
67,7.52E+00,4.15E+00,,,,,,,
68,1.06E+00,2.89E+01,,,,,,,
69,3.27E+00,9.38E+00,,,,,,,
70,1.90E+00,1.61E+01,,,,,,,
71,6.40E+00,4.77E+00,,,,,,,
72,9.35E+00,3.14E+00,,,,,,,
73,4.92E+00,5.94E+00,,,,,,,
74,2.72E+01,1.06E+00,,,,,,,
75,4.69E+00,6.15E+00,,,,,,,
76,2.72E+01,1.06E+00,,,,,,,
77,6.26E+00,4.50E+00,,,,,,,
78,9.92E+00,2.79E+00,,,,,,,
79,4.57E+00,6.02E+00,,,,,,,
80,3.54E+01,7.68E-01,,,,,,,
81,2.27E+00,1.17E+01,,,,,,,
82,5.84E+00,4.50E+00,,,,,,,
83,3.40E+00,7.73E+00,,,,,,,
84,6.92E+00,3.76E+00,,,,,,,
85,2.17E+00,1.17E+01,,,,,,,
86,3.55E+01,7.10E-01,,,,,,,
87,1.64E+01,1.52E+00,,,,,,,
88,7.03E-01,3.53E+01,,,,,,,
89,3.24E+00,7.62E+00,,,,,,,
90,4.57E+00,5.38E+00,,,,,,,
91,2.93E+00,8.34E+00,,,,,,,
92,6.70E+00,3.64E+00,,,,,,,
93,1.02E+00,2.36E+01,,,,,,,
94,8.48E+00,2.85E+00,,,,,,,
95,1.66E+00,1.42E+01,,,,,,,
96,4.24E+00,5.55E+00,,,,,,,
97,2.72E+01,8.63E-01,,,,,,,
98,9.29E+00,2.49E+00,,,,,,,
99,9.27E+00,2.49E+00,,,,,,,
100,3.81E+00,6.06E+00,,,,,,,
101,2.72E+01,8.49E-01,,,,,,,
102,3.24E+00,7.12E+00,,,,,,,
103,1.01E+01,2.25E+00,,,,,,,
104,7.54E+00,2.99E+00,,,,,,,
105,7.55E+00,2.99E+00,,,,,,,
106,1.86E+00,1.19E+01,,,,,,,
107,1.61E+01,1.33E+00,,,,,,,
108,1.66E+00,1.26E+01,,,,,,,
109,8.48E+00,2.39E+00,,,,,,,
110,3.59E+00,5.29E+00,,,,,,,
111,3.42E+00,5.51E+00,,,,,,,
112,1.26E+00,1.47E+01,,,,,,,
113,3.60E+00,5.09E+00,,,,,,,
114,2.35E+00,7.73E+00,,,,,,,
115,2.42E+00,7.47E+00,,,,,,,
116,3.80E+00,4.69E+00,,,,,,,
117,1.11E+01,1.58E+00,,,,,,,
118,6.70E+00,2.56E+00,,,,,,,
119,3.55E+00,4.77E+00,,,,,,,
120,3.19E+00,5.29E+00,,,,,,,
121,1.17E+01,1.40E+00,,,,,,,
122,1.65E+01,9.80E-01,,,,,,,
123,1.42E+01,1.14E+00,,,,,,,
124,2.19E+01,7.26E-01,,,,,,,
125,4.92E+00,3.19E+00,,,,,,,
126,8.70E-01,1.80E+01,,,,,,,
127,1.21E+00,1.29E+01,,,,,,,
128,8.38E+00,1.86E+00,,,,,,,
129,9.58E-01,1.63E+01,,,,,,,
130,5.28E-01,2.95E+01,,,,,,,
131,2.81E+00,5.51E+00,,,,,,,
132,9.47E-01,1.63E+01,,,,,,,
133,9.95E+00,1.55E+00,,,,,,,
134,3.43E+01,4.46E-01,,,,,,,
135,5.58E+00,2.73E+00,,,,,,,
136,1.64E+01,9.26E-01,,,,,,,
137,2.72E+01,5.57E-01,,,,,,,
138,1.96E+00,7.73E+00,,,,,,,
139,6.40E-01,2.36E+01,,,,,,,
140,8.70E-01,1.73E+01,,,,,,,
141,8.38E+00,1.79E+00,,,,,,,
142,1.93E+00,7.67E+00,,,,,,,
143,1.30E+01,1.14E+00,,,,,,,
144,1.11E+01,1.33E+00,,,,,,,
145,4.57E+00,3.21E+00,,,,,,,
146,3.43E+01,4.25E-01,,,,,,,
147,1.10E+00,1.32E+01,,,,,,,
148,1.03E+01,1.39E+00,,,,,,,
149,1.03E+01,1.39E+00,,,,,,,
150,1.87E+00,7.67E+00,,,,,,,
151,8.48E+00,1.67E+00,,,,,,,
152,9.59E-01,1.47E+01,,,,,,,
153,1.55E+01,9.02E-01,,,,,,,
154,1.59E+01,8.71E-01,,,,,,,
155,6.70E+00,2.06E+00,,,,,,,
156,2.24E+00,6.15E+00,,,,,,,
157,4.92E+00,2.78E+00,,,,,,,
158,4.89E+00,2.79E+00,,,,,,,
159,7.29E+00,1.85E+00,,,,,,,
160,6.77E-01,1.97E+01,,,,,,,
161,7.16E+00,1.85E+00,,,,,,,
162,1.09E+00,1.19E+01,,,,,,,
163,4.42E-01,2.95E+01,,,,,,,
164,4.75E+00,2.73E+00,,,,,,,
165,2.72E+01,4.76E-01,,,,,,,
166,1.55E+00,8.34E+00,,,,,,,
167,1.21E+00,1.06E+01,,,,,,,
168,6.77E-01,1.85E+01,,,,,,,
169,3.72E+00,3.38E+00,,,,,,,
170,1.78E+01,6.87E-01,,,,,,,
171,6.53E+00,1.85E+00,,,,,,,
172,5.38E+00,2.25E+00,,,,,,,
173,1.78E+01,6.66E-01,,,,,,,
174,1.43E+00,8.34E+00,,,,,,,
175,4.57E+00,2.56E+00,,,,,,,
176,3.60E+00,3.25E+00,,,,,,,
177,1.11E+01,1.04E+00,,,,,,,
178,6.22E+00,1.85E+00,,,,,,,
179,1.49E+01,7.68E-01,,,,,,,
180,7.55E+00,1.51E+00,,,,,,,
181,7.54E+00,1.51E+00,,,,,,,
182,4.57E+00,2.47E+00,,,,,,,
183,9.65E-01,1.16E+01,,,,,,,
184,3.30E+00,3.38E+00,,,,,,,
185,1.55E+01,7.16E-01,,,,,,,
186,3.80E+00,2.86E+00,,,,,,,
187,1.61E+00,6.63E+00,,,,,,,
188,1.55E+01,6.87E-01,,,,,,,
189,1.61E+00,6.57E+00,,,,,,,
190,1.71E+00,6.15E+00,,,,,,,
191,9.04E-01,1.16E+01,,,,,,,
192,5.03E-01,2.08E+01,,,,,,,
193,1.44E+01,7.26E-01,,,,,,,
194,1.47E+01,7.10E-01,,,,,,,
195,6.70E+00,1.54E+00,,,,,,,
196,4.94E-01,2.08E+01,,,,,,,
197,1.37E+00,7.47E+00,,,,,,,
198,1.55E+01,6.55E-01,,,,,,,
199,1.40E+01,7.26E-01,,,,,,,
200,8.48E+00,1.19E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
