Reference,Height,Width,StripWidth,,,,,,
1,5.57E+01,2.73E+01,100,,,,,,
2,2.58E+01,2.02E+01,,,,,,,
3,1.69E+01,2.73E+01,,,,,,,
4,2.62E+01,1.16E+01,,,,,,,
5,3.96E+01,7.57E+00,,,,,,,
6,2.59E+01,9.89E+00,,,,,,,
7,1.06E+01,2.34E+01,,,,,,,
8,1.91E+01,1.10E+01,,,,,,,
9,3.98E+01,4.30E+00,,,,,,,
10,4.16E+01,3.90E+00,,,,,,,
11,8.26E+00,1.82E+01,,,,,,,
12,2.44E+01,5.76E+00,,,,,,,
13,3.96E+01,3.54E+00,,,,,,,
14,1.37E+01,9.89E+00,,,,,,,
15,3.25E+01,3.53E+00,,,,,,,
16,1.91E+01,5.12E+00,,,,,,,
17,1.78E+01,5.09E+00,,,,,,,
18,3.25E+01,2.79E+00,,,,,,,
19,3.26E+00,2.73E+01,,,,,,,
20,1.73E+01,5.09E+00,,,,,,,
21,5.65E+01,1.40E+00,,,,,,,
22,2.09E+01,3.59E+00,,,,,,,
23,1.46E+01,5.09E+00,,,,,,,
24,6.03E+00,1.21E+01,,,,,,,
25,1.21E+01,4.54E+00,,,,,,,
26,3.35E+01,1.55E+00,,,,,,,
27,8.94E+00,5.74E+00,,,,,,,
28,5.65E+01,8.96E-01,,,,,,,
29,5.30E+00,9.06E+00,,,,,,,
30,8.33E+00,5.74E+00,,,,,,,
31,5.26E+00,9.06E+00,,,,,,,
32,3.28E+01,1.45E+00,,,,,,,
33,9.65E+00,4.87E+00,,,,,,,
34,7.15E+00,6.31E+00,,,,,,,
35,1.59E+01,2.82E+00,,,,,,,
36,1.13E+01,3.95E+00,,,,,,,
37,1.39E+00,3.13E+01,,,,,,,
38,4.15E+01,1.04E+00,,,,,,,
39,2.11E+00,2.02E+01,,,,,,,
40,1.09E+01,3.82E+00,,,,,,,
41,3.80E+01,1.10E+00,,,,,,,
42,9.07E-01,4.56E+01,,,,,,,
43,8.22E+00,5.03E+00,,,,,,,
44,1.06E+01,3.86E+00,,,,,,,
45,7.10E+00,5.74E+00,,,,,,,
46,7.23E+00,5.20E+00,,,,,,,
47,4.24E+01,8.84E-01,,,,,,,
48,6.31E+00,5.76E+00,,,,,,,
49,2.63E+01,1.38E+00,,,,,,,
50,4.15E+01,8.46E-01,,,,,,,
51,7.51E-01,4.56E+01,,,,,,,
52,2.50E+00,1.36E+01,,,,,,,
53,2.48E+00,1.36E+01,,,,,,,
54,8.85E+00,3.82E+00,,,,,,,
55,1.65E+01,2.01E+00,,,,,,,
56,5.66E+01,5.77E-01,,,,,,,
57,5.59E+00,5.74E+00,,,,,,,
58,3.20E+01,9.89E-01,,,,,,,
59,3.87E+01,8.04E-01,,,,,,,
60,4.24E+01,7.32E-01,,,,,,,
61,8.43E+00,3.61E+00,,,,,,,
62,1.98E+01,1.53E+00,,,,,,,
63,1.75E+01,1.71E+00,,,,,,,
64,1.53E+01,1.94E+00,,,,,,,
65,3.76E+00,7.89E+00,,,,,,,
66,1.51E+00,1.93E+01,,,,,,,
67,6.39E-01,4.56E+01,,,,,,,
68,1.03E+00,2.80E+01,,,,,,,
69,5.02E+00,5.74E+00,,,,,,,
70,6.56E+00,4.39E+00,,,,,,,
71,4.24E+01,6.79E-01,,,,,,,
72,1.53E+01,1.87E+00,,,,,,,
73,5.63E+00,5.09E+00,,,,,,,
74,1.04E+01,2.71E+00,,,,,,,
75,2.43E+00,1.16E+01,,,,,,,
76,4.92E+00,5.74E+00,,,,,,,
77,5.80E+00,4.87E+00,,,,,,,
78,1.13E+01,2.50E+00,,,,,,,
79,6.83E+00,4.10E+00,,,,,,,
80,2.55E+01,1.10E+00,,,,,,,
81,3.69E+01,7.53E-01,,,,,,,
82,6.33E+00,4.39E+00,,,,,,,
83,8.32E+00,3.29E+00,,,,,,,
84,5.99E+00,4.54E+00,,,,,,,
85,3.39E+00,7.89E+00,,,,,,,
86,8.66E+00,3.08E+00,,,,,,,
87,9.12E+00,2.92E+00,,,,,,,
88,6.18E+00,4.30E+00,,,,,,,
89,2.68E+01,9.89E-01,,,,,,,
90,1.74E+00,1.52E+01,,,,,,,
91,4.16E+01,6.32E-01,,,,,,,
