Reference,Height,Width,Stripwidth,
1,1.00E+02,1.27E+01,100,
2,3.60E+01,2.04E+01,,
3,3.60E+01,2.03E+01,,
4,7.85E+01,7.74E+00,,
5,1.29E+01,4.53E+01,,
6,1.00E+02,4.03E+00,,
7,3.08E+01,1.07E+01,,
8,7.85E+01,3.90E+00,,
9,1.35E+01,2.13E+01,,
10,5.22E+00,5.45E+01,,
11,2.57E+01,1.10E+01,,
12,3.08E+01,7.72E+00,,
13,2.15E+01,9.78E+00,,
14,1.69E+01,1.10E+01,,
15,7.85E+01,2.03E+00,,
16,2.15E+01,6.92E+00,,
17,3.83E+01,3.77E+00,,
18,3.60E+01,3.57E+00,,
19,3.95E+01,3.03E+00,,
20,1.42E+01,7.83E+00,,
21,3.83E+01,2.83E+00,,
22,1.00E+02,1.04E+00,,
23,1.22E+01,7.83E+00,,
24,1.68E+00,5.45E+01,,
25,8.51E+00,9.12E+00,,
26,9.69E+00,7.83E+00,,
27,9.15E+00,8.06E+00,,
28,2.01E+00,3.39E+01,,
29,7.16E+00,9.29E+00,,
30,1.52E+00,4.15E+01,,
31,1.23E+00,4.84E+01,,
32,3.84E+00,1.49E+01,,
33,1.91E+01,2.98E+00,,
34,3.00E+01,1.84E+00,,
35,1.05E+00,4.84E+01,,
36,2.06E+01,2.40E+00,,
37,6.10E+00,8.06E+00,,
38,3.90E+01,1.25E+00,,
39,1.97E+01,2.36E+00,,
40,1.29E+01,3.55E+00,,
41,2.27E+01,1.79E+00,,
42,8.36E-01,4.84E+01,,
43,2.85E+01,1.41E+00,,
44,1.63E+01,2.36E+00,,
45,7.03E-01,5.45E+01,,
46,3.84E+00,9.72E+00,,
47,2.07E+01,1.72E+00,,
48,6.19E-01,5.45E+01,,
49,2.71E+01,1.19E+00,,
50,2.39E+00,1.34E+01,,
51,3.08E+01,1.02E+00,,
52,3.81E+00,8.06E+00,,
53,2.01E+00,1.50E+01,,
54,1.31E+01,2.29E+00,,
55,2.06E+01,1.45E+00,,
56,6.19E-01,4.84E+01,,
57,2.07E+01,1.41E+00,,
58,1.63E+01,1.79E+00,,
59,2.39E+00,1.18E+01,,
60,6.61E+00,4.11E+00,,
61,4.72E+00,5.53E+00,,
62,2.13E+00,1.22E+01,,
63,1.18E+00,2.13E+01,,
64,1.20E+01,2.05E+00,,
65,1.78E+01,1.35E+00,,
66,1.49E+01,1.60E+00,,
67,3.74E+00,6.10E+00,,
68,1.45E+00,1.55E+01,,
69,1.49E+01,1.45E+00,,
70,9.35E+00,2.29E+00,,
71,3.46E+00,6.05E+00,,
72,4.85E-01,4.15E+01,,
73,7.59E+00,2.54E+00,,
74,8.36E+00,2.29E+00,,
75,7.35E+00,2.54E+00,,
76,2.43E+00,7.35E+00,,
77,3.08E+01,5.76E-01,,
78,8.58E+00,2.05E+00,,
79,1.30E+01,1.35E+00,,
80,5.36E+00,3.26E+00,,
81,4.20E-01,4.15E+01,,
82,3.84E+00,4.53E+00,,
83,4.72E+00,3.60E+00,,
84,2.59E+00,6.52E+00,,
85,4.81E+00,3.26E+00,,
86,8.37E+00,1.84E+00,,
87,2.59E+00,5.68E+00,,
88,2.92E+00,4.91E+00,,
89,1.57E+00,9.12E+00,,
90,1.45E+00,9.79E+00,,
91,3.08E+01,4.52E-01,,
92,1.29E+00,1.08E+01,,
93,9.80E+00,1.41E+00,,
94,1.02E+01,1.35E+00,,
95,2.43E+00,5.61E+00,,
96,1.29E+00,1.05E+01,,
97,1.12E+01,1.19E+00,,
98,1.02E+01,1.30E+00,,
99,6.61E+00,1.94E+00,,
100,2.92E+00,4.38E+00,,
