reference,height,width,stripwidth,,,,,,
1,1.80E+01,7.09E+01,100,,,,,,
2,4.38E+01,2.81E+01,,,,,,,
3,5.36E+01,2.04E+01,,,,,,,
4,5.36E+01,1.88E+01,,,,,,,
5,5.36E+01,1.87E+01,,,,,,,
6,2.78E+01,2.67E+01,,,,,,,
7,1.13E+01,6.25E+01,,,,,,,
8,5.69E+00,3.51E+01,,,,,,,
9,6.27E+00,2.81E+01,,,,,,,
10,3.77E+00,4.16E+01,,,,,,,
11,2.04E+00,6.25E+01,,,,,,,
12,1.00E+02,1.23E+00,,,,,,,
13,1.96E+00,6.25E+01,,,,,,,
14,3.38E+00,3.54E+01,,,,,,,
15,3.77E+00,2.93E+01,,,,,,,
16,5.36E+01,1.99E+00,,,,,,,
17,2.22E+01,4.74E+00,,,,,,,
18,3.14E+01,3.14E+00,,,,,,,
19,1.31E+00,7.09E+01,,,,,,,
20,3.38E+00,2.72E+01,,,,,,,
21,1.35E+00,5.94E+01,,,,,,,
22,5.36E+01,1.45E+00,,,,,,,
23,6.60E+01,1.15E+00,,,,,,,
24,3.14E+01,2.39E+00,,,,,,,
25,2.09E+00,3.51E+01,,,,,,,
26,1.10E+00,6.25E+01,,,,,,,
27,2.15E+00,3.05E+01,,,,,,,
28,2.22E+01,2.65E+00,,,,,,,
29,3.14E+01,1.85E+00,,,,,,,
30,1.19E+00,4.85E+01,,,,,,,
31,3.73E+00,1.46E+01,,,,,,,
32,1.68E+00,3.05E+01,,,,,,,
33,2.25E+00,2.14E+01,,,,,,,
34,9.98E-01,4.65E+01,,,,,,,
35,3.40E+01,1.15E+00,,,,,,,
36,3.73E+00,1.05E+01,,,,,,,
37,3.73E+00,1.01E+01,,,,,,,
38,1.33E+00,2.35E+01,,,,,,,
39,2.25E+00,1.38E+01,,,,,,,
40,1.31E+00,2.35E+01,,,,,,,
41,3.38E+00,8.28E+00,,,,,,,
42,9.98E-01,2.73E+01,,,,,,,
43,9.98E-01,2.37E+01,,,,,,,
44,3.08E+01,7.53E-01,,,,,,,
45,9.21E-01,2.35E+01,,,,,,,
46,3.83E+00,4.66E+00,,,,,,,
47,2.28E+01,7.53E-01,,,,,,,
48,1.19E+00,1.40E+01,,,,,,,
49,3.56E+00,4.60E+00,,,,,,,
50,1.35E+00,1.15E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
