Reference,Height,Width,Stripwidth,
1,4.38E+01,2.81E+01,100,
2,1.80E+01,6.67E+01,,
3,4.97E+01,1.88E+01,,
4,3.26E+01,2.04E+01,,
5,5.36E+01,1.19E+01,,
6,2.11E+01,2.04E+01,,
7,2.78E+01,1.51E+01,,
8,5.36E+01,6.04E+00,,
9,3.71E+00,5.73E+01,,
10,3.02E+00,5.92E+01,,
11,6.27E+00,2.81E+01,,
12,5.69E+00,2.91E+01,,
13,2.78E+01,5.17E+00,,
14,1.00E+02,1.23E+00,,
15,1.93E+00,6.25E+01,,
16,3.38E+00,3.54E+01,,
17,2.22E+01,4.74E+00,,
18,1.65E+00,6.25E+01,,
19,1.31E+00,7.09E+01,,
20,3.38E+00,2.72E+01,,
21,1.64E+01,5.16E+00,,
22,2.66E+01,3.14E+00,,
23,6.60E+01,1.15E+00,,
24,3.14E+01,2.39E+00,,
25,3.94E+00,1.88E+01,,
26,1.15E+00,6.25E+01,,
27,3.07E+00,2.27E+01,,
28,1.10E+00,6.25E+01,,
29,9.89E-01,6.25E+01,,
30,2.09E+00,2.84E+01,,
31,1.00E+00,5.92E+01,,
32,1.14E+01,5.16E+00,,
33,1.19E+00,4.85E+01,,
34,1.80E+01,3.04E+00,,
35,3.73E+00,1.46E+01,,
36,3.77E+00,1.14E+01,,
37,7.20E-01,5.94E+01,,
38,3.77E+00,1.11E+01,,
39,1.05E+00,3.95E+01,,
40,5.36E+01,7.71E-01,,
41,2.08E+00,1.89E+01,,
42,5.36E+01,7.33E-01,,
43,2.22E+01,1.74E+00,,
44,2.98E+01,1.26E+00,,
45,6.25E-01,5.94E+01,,
46,1.20E+00,3.05E+01,,
47,5.69E+00,6.05E+00,,
48,3.14E+01,1.08E+00,,
49,2.15E+00,1.44E+01,,
50,8.04E-01,3.85E+01,,
51,2.38E+01,1.26E+00,,
52,1.39E+00,2.14E+01,,
53,9.98E-01,2.73E+01,,
54,3.77E+00,6.82E+00,,
55,9.98E-01,2.57E+01,,
56,2.37E+00,1.05E+01,,
57,3.40E+01,7.25E-01,,
58,3.73E+00,6.59E+00,,
59,1.05E+00,2.29E+01,,
60,3.14E+01,7.65E-01,,
61,3.05E+01,7.83E-01,,
62,9.98E-01,2.37E+01,,
63,3.08E+01,7.53E-01,,
64,9.21E-01,2.35E+01,,
65,2.78E+01,7.70E-01,,
66,3.07E+01,6.79E-01,,
67,9.98E-01,2.09E+01,,
68,2.22E+01,9.01E-01,,
69,1.80E+01,1.10E+00,,
70,8.04E-01,2.40E+01,,
71,1.20E+00,1.60E+01,,
72,3.71E+00,5.17E+00,,
73,8.65E-01,2.14E+01,,
74,2.31E+01,7.83E-01,,
75,3.83E+00,4.66E+00,,
76,2.25E+00,7.69E+00,,
77,2.28E+01,7.53E-01,,
78,1.31E+00,1.30E+01,,
79,8.83E-01,1.89E+01,,
80,1.19E+00,1.40E+01,,
81,7.05E-01,2.35E+01,,
82,3.56E+00,4.60E+00,,
83,7.02E-01,2.27E+01,,
84,1.88E+00,8.28E+00,,
85,2.29E+01,6.79E-01,,
86,1.35E+00,1.15E+01,,
87,9.47E-01,1.60E+01,,
88,8.03E-01,1.89E+01,,
89,4.79E+00,3.14E+00,,
90,6.25E-01,2.35E+01,,
91,3.40E+01,4.27E-01,,
92,4.75E-01,3.05E+01,,
93,1.36E+00,1.05E+01,,
94,2.09E+00,6.70E+00,,
95,1.31E+00,1.05E+01,,
96,2.25E+00,6.07E+00,,
97,4.02E+00,3.32E+00,,
98,2.78E+01,4.72E-01,,
99,3.73E+00,3.48E+00,,
100,1.50E+00,8.28E+00,,
