reference,height,width,stripwidth,,,,,,
1,5.43E+01,3.53E+01,100,,,,,,
2,3.17E+01,4.09E+01,,,,,,,
3,3.09E+01,4.09E+01,,,,,,,
4,2.51E+01,4.09E+01,,,,,,,
5,7.99E+01,9.44E+00,,,,,,,
6,8.76E+01,5.68E+00,,,,,,,
7,2.59E+01,1.89E+01,,,,,,,
8,1.24E+01,2.62E+01,,,,,,,
9,8.61E+00,3.57E+01,,,,,,,
10,8.76E+01,2.44E+00,,,,,,,
11,2.59E+01,6.51E+00,,,,,,,
12,4.34E+01,3.43E+00,,,,,,,
13,3.55E+01,3.43E+00,,,,,,,
14,1.77E+01,6.11E+00,,,,,,,
15,8.76E+01,1.10E+00,,,,,,,
16,1.22E+01,7.13E+00,,,,,,,
17,7.75E+00,9.44E+00,,,,,,,
18,6.30E+01,1.09E+00,,,,,,,
19,2.59E+01,2.64E+00,,,,,,,
20,1.47E+00,3.53E+01,,,,,,,
21,5.76E+00,8.45E+00,,,,,,,
22,7.70E+00,6.18E+00,,,,,,,
23,2.46E+01,1.73E+00,,,,,,,
24,1.84E+00,2.27E+01,,,,,,,
25,2.35E+00,1.77E+01,,,,,,,
26,2.30E+00,1.80E+01,,,,,,,
27,6.30E+01,6.37E-01,,,,,,,
28,1.22E+01,2.93E+00,,,,,,,
29,1.24E+01,2.78E+00,,,,,,,
30,6.48E+00,4.97E+00,,,,,,,
31,2.59E+01,1.17E+00,,,,,,,
32,8.74E+00,3.43E+00,,,,,,,
33,8.23E-01,3.53E+01,,,,,,,
34,1.22E+01,2.36E+00,,,,,,,
35,4.60E+00,6.11E+00,,,,,,,
36,4.54E+00,6.18E+00,,,,,,,
37,1.22E+01,2.26E+00,,,,,,,
38,1.22E+01,2.14E+00,,,,,,,
39,1.44E+00,1.82E+01,,,,,,,
40,1.44E+00,1.80E+01,,,,,,,
41,7.25E-01,3.53E+01,,,,,,,
42,1.22E+01,2.07E+00,,,,,,,
43,1.44E+00,1.72E+01,,,,,,,
44,1.39E+00,1.77E+01,,,,,,,
45,1.84E+00,1.26E+01,,,,,,,
46,6.48E+00,3.49E+00,,,,,,,
47,1.25E+00,1.79E+01,,,,,,,
48,3.60E+00,6.11E+00,,,,,,,
49,1.22E+01,1.79E+00,,,,,,,
50,1.25E+00,1.74E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
