Reference,Height,Width,StripWidth,
1,3.93E+01,5.58E+01,100,
2,1.49E+01,1.53E+01,,
3,1.44E+01,1.41E+01,,
4,4.30E+00,4.46E+01,,
5,5.34E+00,2.80E+01,,
6,1.49E+01,1.00E+01,,
7,2.27E+01,6.08E+00,,
8,1.28E+01,1.02E+01,,
9,1.70E+01,6.38E+00,,
10,1.90E+00,5.58E+01,,
11,2.30E+00,4.30E+01,,
12,1.70E+01,5.08E+00,,
13,6.44E+00,1.25E+01,,
14,1.13E+01,7.02E+00,,
15,8.70E+00,9.14E+00,,
16,1.20E+01,6.08E+00,,
17,1.96E+01,3.72E+00,,
18,1.07E+01,6.38E+00,,
19,8.70E+00,7.50E+00,,
20,9.31E+00,6.43E+00,,
21,2.06E+00,2.80E+01,,
22,5.33E+00,1.06E+01,,
23,2.31E+01,2.37E+00,,
24,1.91E+00,2.80E+01,,
25,6.16E+00,8.51E+00,,
26,1.46E+00,3.44E+01,,
27,2.28E+00,2.15E+01,,
28,6.95E+00,6.38E+00,,
29,3.66E+01,1.21E+00,,
30,3.18E+00,1.38E+01,,
31,3.66E+01,1.20E+00,,
32,7.58E+00,5.74E+00,,
33,2.06E+00,2.08E+01,,
34,3.43E+00,1.25E+01,,
35,2.31E+01,1.84E+00,,
36,9.02E+00,4.64E+00,,
37,7.30E+00,5.74E+00,,
38,3.20E+00,1.29E+01,,
39,2.31E+01,1.77E+00,,
40,2.89E+00,1.41E+01,,
41,1.27E+01,3.15E+00,,
42,5.19E+00,7.69E+00,,
43,1.15E+00,3.44E+01,,
44,1.08E+01,3.63E+00,,
45,1.66E+01,2.36E+00,,
46,1.88E+00,2.08E+01,,
47,2.34E+00,1.66E+01,,
48,1.43E+01,2.68E+00,,
49,1.84E+00,2.08E+01,,
50,2.14E+01,1.79E+00,,
51,8.50E-01,4.48E+01,,
52,1.13E+01,3.36E+00,,
53,1.54E+00,2.47E+01,,
54,8.10E+00,4.67E+00,,
55,3.42E+00,1.10E+01,,
56,6.70E-01,5.58E+01,,
57,2.14E+01,1.74E+00,,
58,1.34E+01,2.76E+00,,
59,5.65E+00,6.53E+00,,
60,1.01E+01,3.63E+00,,
61,2.58E+00,1.41E+01,,
62,2.82E+00,1.29E+01,,
63,1.55E+00,2.35E+01,,
64,4.35E+00,8.31E+00,,
65,1.70E+01,2.11E+00,,
66,1.66E+01,2.15E+00,,
67,9.94E+00,3.58E+00,,
68,1.64E+00,2.15E+01,,
69,1.28E+01,2.77E+00,,
70,1.03E+00,3.44E+01,,
71,3.04E+00,1.16E+01,,
72,1.54E+00,2.28E+01,,
73,1.01E+00,3.44E+01,,
74,1.10E+01,3.15E+00,,
75,2.69E+00,1.28E+01,,
76,2.53E+00,1.36E+01,,
77,6.16E+00,5.57E+00,,
78,3.21E+00,1.07E+01,,
79,2.45E+01,1.38E+00,,
80,3.42E+00,9.83E+00,,
81,1.55E+00,2.14E+01,,
82,3.17E+00,1.04E+01,,
83,3.16E+00,1.04E+01,,
84,1.96E+00,1.66E+01,,
85,2.32E+01,1.41E+00,,
86,9.41E-01,3.44E+01,,
87,1.66E+01,1.95E+00,,
88,5.19E+00,6.20E+00,,
89,7.74E+00,4.14E+00,,
90,2.35E+00,1.36E+01,,
91,1.26E+01,2.51E+00,,
92,2.32E+01,1.36E+00,,
93,2.45E+01,1.28E+00,,
94,2.69E+00,1.16E+01,,
95,4.60E+00,6.76E+00,,
96,2.48E+00,1.25E+01,,
97,2.54E+00,1.22E+01,,
98,2.65E+00,1.16E+01,,
99,2.45E+01,1.26E+00,,
100,1.96E+01,1.57E+00,,
101,2.51E+00,1.22E+01,,
102,2.01E+01,1.53E+00,,
103,9.66E-01,3.15E+01,,
104,2.87E+00,1.06E+01,,
