Reference,Height,Width,Stripwidth,
1,1.66E+01,9.68E+01,100,
2,2.37E+01,5.90E+01,,
3,1.73E+01,5.90E+01,,
4,1.13E+01,5.38E+01,,
5,1.13E+01,2.45E+01,,
6,3.51E+01,7.81E+00,,
7,4.31E+00,5.75E+01,,
8,9.10E+00,2.30E+01,,
9,9.01E+00,2.30E+01,,
10,9.67E+00,2.01E+01,,
11,1.81E+00,9.68E+01,,
12,3.96E+00,4.13E+01,,
13,2.51E+00,5.70E+01,,
14,1.76E+00,7.45E+01,,
15,2.92E+00,4.04E+01,,
16,6.78E+00,1.69E+01,,
17,2.10E+01,5.42E+00,,
18,2.92E+00,3.80E+01,,
19,4.61E+00,2.30E+01,,
20,1.71E+00,5.02E+01,,
21,1.85E+01,4.35E+00,,
22,9.64E-01,8.32E+01,,
23,1.71E+00,4.67E+01,,
24,2.62E+00,2.65E+01,,
25,4.38E+00,1.49E+01,,
26,6.32E+00,9.04E+00,,
27,1.10E+01,5.10E+00,,
28,1.81E+00,2.93E+01,,
29,1.28E+00,4.13E+01,,
30,4.31E+00,1.17E+01,,
31,1.07E+00,4.58E+01,,
32,3.38E+01,1.44E+00,,
33,2.29E+00,2.01E+01,,
34,1.20E+01,3.84E+00,,
35,6.62E+01,6.77E-01,,
36,1.14E+00,3.84E+01,,
37,4.13E+01,1.05E+00,,
38,1.62E+00,2.63E+01,,
39,6.78E+00,6.03E+00,,
40,1.56E+00,2.42E+01,,
41,8.46E-01,4.45E+01,,
42,1.29E+01,2.86E+00,,
43,1.14E+00,3.22E+01,,
44,6.58E-01,5.55E+01,,
45,1.34E+00,2.66E+01,,
46,1.77E+00,1.94E+01,,
47,6.20E-01,5.55E+01,,
48,2.51E+00,1.35E+01,,
49,7.70E-01,4.40E+01,,
50,8.46E-01,3.87E+01,,
51,2.17E+00,1.49E+01,,
52,1.10E+00,2.93E+01,,
53,1.20E+00,2.66E+01,,
54,3.51E+01,8.72E-01,,
55,2.12E+01,1.44E+00,,
56,1.04E+00,2.93E+01,,
57,2.02E+00,1.49E+01,,
58,1.73E+01,1.72E+00,,
59,1.56E+00,1.90E+01,,
60,1.56E+00,1.89E+01,,
61,2.34E+00,1.26E+01,,
62,2.99E+00,9.79E+00,,
63,1.26E+00,2.30E+01,,
64,2.26E+00,1.26E+01,,
65,2.26E+00,1.26E+01,,
66,1.65E+01,1.72E+00,,
67,4.61E+00,6.15E+00,,
68,1.56E+00,1.81E+01,,
69,9.00E+00,3.13E+00,,
70,1.07E+00,2.62E+01,,
71,5.08E+00,5.42E+00,,
72,2.76E+00,9.79E+00,,
73,3.51E+01,7.61E-01,,
74,1.07E+00,2.48E+01,,
75,1.00E+00,2.63E+01,,
76,2.68E+00,9.79E+00,,
77,2.50E+01,1.05E+00,,
78,1.81E+01,1.44E+00,,
79,1.56E+00,1.66E+01,,
80,3.29E+00,7.33E+00,,
81,4.66E+00,5.07E+00,,
82,1.62E+00,1.41E+01,,
83,9.29E-01,2.45E+01,,
84,2.68E+01,7.90E-01,,
85,4.31E+00,4.90E+00,,
86,8.44E-01,2.45E+01,,
87,9.00E+00,2.29E+00,,
88,1.76E+00,1.17E+01,,
89,1.34E+00,1.41E+01,,
90,1.76E+00,1.07E+01,,
91,9.28E-01,2.01E+01,,
92,4.66E+00,3.97E+00,,
93,4.61E+00,4.01E+00,,
94,4.31E+00,4.26E+00,,
95,4.61E+00,3.98E+00,,
96,1.82E+00,9.79E+00,,
97,3.29E+00,5.32E+00,,
98,2.68E+01,6.49E-01,,
99,1.70E+00,9.79E+00,,
100,2.62E+00,6.21E+00,,
