Reference,Height,Width,StripWidth,,,,,,
1,1.00E+02,1.35E+01,100,,,,,,
2,8.85E+01,9.31E+00,,,,,,,
3,1.00E+02,6.25E+00,,,,,,,
4,5.16E+01,1.03E+01,,,,,,,
5,6.93E+01,5.94E+00,,,,,,,
6,9.18E+01,3.86E+00,,,,,,,
7,4.72E+01,5.51E+00,,,,,,,
8,2.57E+01,8.85E+00,,,,,,,
9,2.17E+01,8.85E+00,,,,,,,
10,1.77E+01,1.03E+01,,,,,,,
11,2.90E+00,6.08E+01,,,,,,,
12,4.72E+01,3.12E+00,,,,,,,
13,4.19E+00,3.49E+01,,,,,,,
14,2.37E+00,6.08E+01,,,,,,,
15,1.54E+01,6.83E+00,,,,,,,
16,2.13E+01,3.93E+00,,,,,,,
17,4.07E+00,1.99E+01,,,,,,,
18,1.15E+01,6.97E+00,,,,,,,
19,1.00E+01,7.36E+00,,,,,,,
20,1.50E+01,4.64E+00,,,,,,,
21,1.84E+01,3.20E+00,,,,,,,
22,6.57E+00,8.85E+00,,,,,,,
23,4.00E+01,1.32E+00,,,,,,,
24,2.27E+01,2.29E+00,,,,,,,
25,4.19E+00,1.19E+01,,,,,,,
26,2.47E+00,1.99E+01,,,,,,,
27,8.20E+00,5.86E+00,,,,,,,
28,2.47E+01,1.89E+00,,,,,,,
29,2.27E+01,1.93E+00,,,,,,,
30,1.81E+01,2.32E+00,,,,,,,
31,6.50E+00,6.46E+00,,,,,,,
32,3.07E+00,1.35E+01,,,,,,,
33,1.08E+01,3.74E+00,,,,,,,
34,1.21E+01,3.14E+00,,,,,,,
35,2.09E+01,1.73E+00,,,,,,,
36,2.59E+01,1.39E+00,,,,,,,
37,8.20E+00,4.36E+00,,,,,,,
38,1.65E+01,2.11E+00,,,,,,,
39,3.36E+01,1.01E+00,,,,,,,
40,3.12E+01,1.09E+00,,,,,,,
41,8.20E+00,3.93E+00,,,,,,,
42,8.15E+00,3.86E+00,,,,,,,
43,1.95E+00,1.60E+01,,,,,,,
44,2.27E+01,1.37E+00,,,,,,,
45,2.47E+01,1.23E+00,,,,,,,
46,3.27E+00,9.14E+00,,,,,,,
47,1.05E+00,2.83E+01,,,,,,,
48,1.84E+01,1.57E+00,,,,,,,
49,1.73E+01,1.61E+00,,,,,,,
50,1.24E+01,2.25E+00,,,,,,,
51,8.20E+00,3.37E+00,,,,,,,
52,3.68E+00,7.36E+00,,,,,,,
53,1.81E+01,1.49E+00,,,,,,,
54,1.15E+01,2.34E+00,,,,,,,
55,8.20E+00,3.29E+00,,,,,,,
56,5.30E+00,5.09E+00,,,,,,,
57,9.51E-01,2.83E+01,,,,,,,
58,1.84E+01,1.47E+00,,,,,,,
59,2.39E+01,1.12E+00,,,,,,,
60,1.21E+01,2.21E+00,,,,,,,
61,2.27E+01,1.17E+00,,,,,,,
62,1.66E+00,1.60E+01,,,,,,,
63,7.04E+00,3.73E+00,,,,,,,
64,3.62E+00,7.25E+00,,,,,,,
65,2.86E+00,9.08E+00,,,,,,,
66,3.12E+01,8.30E-01,,,,,,,
67,3.30E+01,7.84E-01,,,,,,,
68,8.05E+00,3.12E+00,,,,,,,
69,3.01E+00,8.29E+00,,,,,,,
70,3.07E+00,8.09E+00,,,,,,,
71,6.74E+00,3.67E+00,,,,,,,
72,2.44E+01,1.01E+00,,,,,,,
73,3.05E+00,8.02E+00,,,,,,,
74,1.65E+00,1.48E+01,,,,,,,
75,3.61E+00,6.77E+00,,,,,,,
76,1.86E+01,1.31E+00,,,,,,,
77,1.65E+00,1.46E+01,,,,,,,
78,1.84E+01,1.31E+00,,,,,,,
79,3.07E+00,7.83E+00,,,,,,,
80,1.24E+01,1.94E+00,,,,,,,
81,3.24E+00,7.36E+00,,,,,,,
82,3.61E+00,6.57E+00,,,,,,,
83,1.66E+00,1.42E+01,,,,,,,
84,1.99E+01,1.19E+00,,,,,,,
85,1.50E+01,1.52E+00,,,,,,,
86,1.96E+01,1.12E+00,,,,,,,
87,2.96E+00,7.36E+00,,,,,,,
88,1.69E+00,1.27E+01,,,,,,,
89,2.27E+01,9.37E-01,,,,,,,
90,8.20E+00,2.57E+00,,,,,,,
91,3.24E+00,6.44E+00,,,,,,,
92,1.48E+00,1.40E+01,,,,,,,
93,2.59E+00,8.02E+00,,,,,,,
94,2.05E+01,1.01E+00,,,,,,,
95,1.69E+01,1.22E+00,,,,,,,
96,6.53E+00,3.14E+00,,,,,,,
97,2.71E+00,7.54E+00,,,,,,,
98,1.60E+00,1.27E+01,,,,,,,
99,1.84E+01,1.09E+00,,,,,,,
100,1.82E+00,1.09E+01,,,,,,,
101,2.57E+01,7.55E-01,,,,,,,
102,2.27E+01,8.50E-01,,,,,,,
103,5.06E+00,3.73E+00,,,,,,,
104,1.21E+01,1.54E+00,,,,,,,
105,3.24E+00,5.76E+00,,,,,,,
106,1.12E+01,1.66E+00,,,,,,,
107,2.44E+01,7.55E-01,,,,,,,
108,1.10E+01,1.64E+00,,,,,,,
109,1.81E+01,9.88E-01,,,,,,,
110,1.03E+01,1.73E+00,,,,,,,
111,3.81E+00,4.64E+00,,,,,,,
112,8.77E+00,2.01E+00,,,,,,,
113,2.71E+00,6.50E+00,,,,,,,
114,2.88E+00,6.06E+00,,,,,,,
115,1.05E+01,1.64E+00,,,,,,,
116,1.03E+01,1.66E+00,,,,,,,
117,3.30E+01,5.22E-01,,,,,,,
118,4.40E+00,3.91E+00,,,,,,,
119,2.88E+00,5.96E+00,,,,,,,
120,2.03E+00,8.29E+00,,,,,,,
121,1.85E+00,9.08E+00,,,,,,,
122,1.21E+01,1.39E+00,,,,,,,
123,1.81E+01,9.26E-01,,,,,,,
124,2.76E+01,6.06E-01,,,,,,,
125,2.82E+00,5.94E+00,,,,,,,
126,1.93E+00,8.58E+00,,,,,,,
127,4.17E+00,3.91E+00,,,,,,,
128,1.54E+01,1.06E+00,,,,,,,
129,1.07E+01,1.52E+00,,,,,,,
130,8.09E+00,2.01E+00,,,,,,,
131,7.48E+00,2.16E+00,,,,,,,
132,5.33E+00,3.03E+00,,,,,,,
133,8.20E+00,1.97E+00,,,,,,,
134,2.68E+00,5.94E+00,,,,,,,
135,2.71E+01,5.86E-01,,,,,,,
136,2.64E+00,5.96E+00,,,,,,,
137,9.14E+00,1.72E+00,,,,,,,
138,8.20E+00,1.92E+00,,,,,,,
139,1.40E+01,1.12E+00,,,,,,,
140,1.38E+00,1.13E+01,,,,,,,
141,1.43E+00,1.09E+01,,,,,,,
142,2.05E+00,7.59E+00,,,,,,,
143,5.33E+00,2.91E+00,,,,,,,
144,1.38E+01,1.12E+00,,,,,,,
145,9.01E+00,1.72E+00,,,,,,,
146,8.20E+00,1.89E+00,,,,,,,
147,1.42E+00,1.09E+01,,,,,,,
148,1.99E+01,7.68E-01,,,,,,,
149,9.25E-01,1.65E+01,,,,,,,
150,2.55E+01,5.95E-01,,,,,,,
151,7.01E+00,2.16E+00,,,,,,,
152,2.13E+01,7.10E-01,,,,,,,
153,1.81E+01,8.31E-01,,,,,,,
154,1.69E+01,8.93E-01,,,,,,,
155,1.69E+00,8.88E+00,,,,,,,
156,6.74E+00,2.22E+00,,,,,,,
157,1.33E+01,1.12E+00,,,,,,,
158,1.54E+01,9.62E-01,,,,,,,
159,1.62E+00,9.14E+00,,,,,,,
160,5.03E+00,2.95E+00,,,,,,,
161,2.02E+00,7.36E+00,,,,,,,
162,1.79E+00,8.29E+00,,,,,,,
163,2.90E+00,5.09E+00,,,,,,,
164,3.12E+01,4.73E-01,,,,,,,
165,1.66E+00,8.84E+00,,,,,,,
166,2.05E+00,7.17E+00,,,,,,,
167,1.60E+00,9.14E+00,,,,,,,
168,1.81E+01,8.05E-01,,,,,,,
169,2.45E+01,5.95E-01,,,,,,,
170,1.70E+00,8.58E+00,,,,,,,
171,8.20E+00,1.77E+00,,,,,,,
172,1.48E+00,9.77E+00,,,,,,,
173,1.21E+01,1.19E+00,,,,,,,
174,1.74E+00,8.29E+00,,,,,,,
175,9.06E-01,1.58E+01,,,,,,,
176,6.74E+00,2.13E+00,,,,,,,
177,2.43E+01,5.86E-01,,,,,,,
178,8.83E+00,1.61E+00,,,,,,,
179,8.80E+00,1.61E+00,,,,,,,
180,9.06E-01,1.56E+01,,,,,,,
181,1.38E+00,1.02E+01,,,,,,,
182,1.60E+00,8.81E+00,,,,,,,
183,1.25E+01,1.12E+00,,,,,,,
184,9.25E+00,1.52E+00,,,,,,,
185,2.05E+00,6.82E+00,,,,,,,
186,8.20E+00,1.70E+00,,,,,,,
187,1.45E+01,9.57E-01,,,,,,,
188,1.65E+01,8.41E-01,,,,,,,
189,2.05E+00,6.75E+00,,,,,,,
190,9.25E-01,1.49E+01,,,,,,,
191,4.31E+00,3.20E+00,,,,,,,
192,2.57E+01,5.35E-01,,,,,,,
