reference,height,width,stripwidth,,,,,,
1,9.22E+01,4.75E+01,100,,,,,,
2,1.00E+02,5.92E+00,,,,,,,
3,4.13E+01,1.36E+01,,,,,,,
4,2.82E+01,1.87E+01,,,,,,,
5,2.90E+01,1.03E+01,,,,,,,
6,2.72E+01,1.03E+01,,,,,,,
7,4.13E+01,5.04E+00,,,,,,,
8,1.74E+01,1.03E+01,,,,,,,
9,7.36E+00,1.87E+01,,,,,,,
10,1.20E+01,1.03E+01,,,,,,,
11,4.99E+00,2.47E+01,,,,,,,
12,1.08E+01,1.01E+01,,,,,,,
13,6.20E+01,1.61E+00,,,,,,,
14,1.08E+01,8.61E+00,,,,,,,
15,3.77E+01,2.41E+00,,,,,,,
16,6.35E+01,1.39E+00,,,,,,,
17,4.57E+00,1.87E+01,,,,,,,
18,4.99E+00,1.69E+01,,,,,,,
19,6.24E+01,1.33E+00,,,,,,,
20,5.36E+01,1.51E+00,,,,,,,
21,1.17E+01,6.92E+00,,,,,,,
22,1.16E+01,6.92E+00,,,,,,,
23,3.96E+01,2.02E+00,,,,,,,
24,6.23E+01,1.28E+00,,,,,,,
25,6.23E+01,1.28E+00,,,,,,,
26,2.68E+01,2.83E+00,,,,,,,
27,6.23E+01,1.21E+00,,,,,,,
28,2.83E+00,2.51E+01,,,,,,,
29,6.60E+00,1.03E+01,,,,,,,
30,4.99E+00,1.32E+01,,,,,,,
31,4.99E+00,1.25E+01,,,,,,,
32,3.80E+01,1.61E+00,,,,,,,
33,3.86E+01,1.51E+00,,,,,,,
34,3.26E+01,1.76E+00,,,,,,,
35,3.55E+01,1.56E+00,,,,,,,
36,4.99E+00,1.07E+01,,,,,,,
37,2.83E+00,1.88E+01,,,,,,,
38,2.83E+00,1.81E+01,,,,,,,
39,3.65E+01,1.39E+00,,,,,,,
40,1.44E+01,3.50E+00,,,,,,,
41,3.76E+01,1.33E+00,,,,,,,
42,1.44E+01,3.42E+00,,,,,,,
43,1.54E+01,3.15E+00,,,,,,,
44,1.97E+01,2.44E+00,,,,,,,
45,2.27E+01,2.02E+00,,,,,,,
46,3.55E+01,1.27E+00,,,,,,,
47,3.26E+01,1.38E+00,,,,,,,
48,1.43E+01,3.15E+00,,,,,,,
49,2.83E+00,1.59E+01,,,,,,,
50,1.80E+01,2.44E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
