Reference,Height,Width,Stripwidth,
1,1.43E+01,7.11E+01,100,
2,1.21E+01,7.53E+01,,
3,2.22E+01,3.05E+01,,
4,4.62E+01,1.46E+01,,
5,2.52E+01,2.62E+01,,
6,1.46E+01,3.80E+01,,
7,2.77E+01,1.75E+01,,
8,2.22E+01,1.86E+01,,
9,1.46E+01,2.23E+01,,
10,1.01E+01,2.96E+01,,
11,1.46E+01,1.50E+01,,
12,1.73E+01,1.21E+01,,
13,5.58E+00,3.75E+01,,
14,2.77E+01,7.16E+00,,
15,2.53E+00,7.53E+01,,
16,1.73E+01,1.07E+01,,
17,3.00E+00,4.91E+01,,
18,2.91E+00,4.94E+01,,
19,4.47E+00,2.47E+01,,
20,3.40E+01,2.98E+00,,
21,6.76E+00,1.42E+01,,
22,2.70E+00,3.52E+01,,
23,1.01E+01,7.97E+00,,
24,5.19E+00,1.50E+01,,
25,2.67E+00,2.69E+01,,
26,6.40E+00,1.02E+01,,
27,1.31E+00,4.84E+01,,
28,4.01E+00,1.50E+01,,
29,1.43E+01,4.19E+00,,
30,3.61E+00,1.50E+01,,
31,2.83E+01,1.89E+00,,
32,4.58E+00,1.04E+01,,
33,3.57E+00,1.25E+01,,
34,6.40E+00,6.48E+00,,
35,1.75E+00,2.34E+01,,
36,2.66E+00,1.54E+01,,
37,2.63E+00,1.50E+01,,
38,8.60E-01,4.28E+01,,
39,6.76E+00,5.44E+00,,
40,1.47E+00,2.47E+01,,
41,6.76E+00,5.10E+00,,
42,1.06E+01,2.99E+00,,
43,1.60E+00,1.96E+01,,
44,1.36E+00,2.19E+01,,
45,1.60E+00,1.79E+01,,
46,3.55E+00,7.99E+00,,
47,1.89E+00,1.50E+01,,
48,1.14E+00,2.47E+01,,
49,6.27E+00,4.33E+00,,
50,4.58E+00,5.20E+00,,
51,1.53E+00,1.51E+01,,
52,2.85E+00,7.99E+00,,
53,5.30E-01,4.28E+01,,
54,1.87E+00,1.19E+01,,
55,7.30E+00,2.99E+00,,
56,3.16E+01,6.70E-01,,
57,8.41E+00,2.49E+00,,
58,1.34E+00,1.56E+01,,
59,8.26E+00,2.49E+00,,
60,7.75E-01,2.47E+01,,
61,1.36E+00,1.40E+01,,
62,8.32E-01,2.28E+01,,
63,4.58E+00,4.03E+00,,
64,1.11E+00,1.63E+01,,
65,1.63E+01,1.09E+00,,
66,6.27E+00,2.79E+00,,
67,7.68E-01,2.28E+01,,
68,2.91E+00,5.83E+00,,
69,5.86E+00,2.90E+00,,
70,1.25E+00,1.36E+01,,
71,1.36E+00,1.25E+01,,
72,1.92E+00,8.65E+00,,
73,1.17E+01,1.40E+00,,
74,7.09E-01,2.28E+01,,
75,2.91E+00,5.45E+00,,
76,1.39E+00,1.14E+01,,
77,3.16E+01,4.99E-01,,
78,2.34E+00,6.68E+00,,
79,3.16E+01,4.86E-01,,
80,5.86E+00,2.58E+00,,
81,9.68E-01,1.56E+01,,
82,2.91E+00,5.17E+00,,
83,1.23E+00,1.22E+01,,
84,7.02E-01,2.11E+01,,
85,1.53E+00,9.66E+00,,
86,6.88E-01,2.11E+01,,
87,1.06E+00,1.36E+01,,
88,5.69E+00,2.49E+00,,
89,2.91E+00,4.79E+00,,
90,8.28E+00,1.65E+00,,
91,2.91E+00,4.67E+00,,
92,1.20E+01,1.09E+00,,
93,5.57E-01,2.34E+01,,
94,1.92E+00,6.75E+00,,
95,1.87E+00,6.92E+00,,
96,2.34E+00,5.52E+00,,
97,1.17E+01,1.10E+00,,
98,7.61E-01,1.63E+01,,
99,2.34E+00,5.08E+00,,
100,2.24E+00,5.08E+00,,
