reference,height,width,stripwidth,
1,8.95E+01,1.50E+01,100,
2,1.00E+02,1.26E+01,,
3,6.01E+01,2.01E+01,,
4,1.00E+02,1.05E+01,,
5,5.02E+01,1.77E+01,,
6,3.99E+01,2.01E+01,,
7,4.98E+01,1.51E+01,,
8,1.00E+02,3.65E+00,,
9,1.00E+02,2.39E+00,,
10,9.01E+01,2.10E+00,,
11,1.00E+02,1.42E+00,,
12,4.98E+01,2.64E+00,,
13,3.83E+01,3.40E+00,,
14,1.05E+01,1.23E+01,,
15,4.64E+01,2.35E+00,,
16,1.00E+02,1.08E+00,,
17,4.80E+01,1.83E+00,,
18,2.49E+01,3.01E+00,,
19,1.33E+01,4.93E+00,,
20,2.49E+01,2.45E+00,,
21,1.91E+01,2.85E+00,,
22,1.44E+01,3.37E+00,,
23,5.50E+00,6.59E+00,,
24,1.84E+01,1.96E+00,,
25,1.96E+01,1.83E+00,,
26,1.84E+01,1.93E+00,,
27,3.20E+01,1.06E+00,,
28,1.94E+01,1.71E+00,,
29,1.44E+01,2.27E+00,,
30,1.89E+01,1.71E+00,,
31,2.90E+01,1.08E+00,,
32,2.96E+01,1.06E+00,,
33,1.70E+01,1.83E+00,,
34,1.84E+01,1.68E+00,,
35,1.76E+01,1.71E+00,,
36,8.03E+00,3.74E+00,,
37,4.47E+00,6.59E+00,,
38,1.05E+01,2.70E+00,,
39,1.54E+01,1.83E+00,,
40,2.49E+01,1.13E+00,,
41,1.11E+01,2.46E+00,,
42,1.50E+01,1.71E+00,,
43,1.33E+01,1.65E+00,,
44,9.88E+00,2.10E+00,,
45,1.53E+01,1.26E+00,,
46,1.84E+01,1.01E+00,,
47,2.90E+01,6.31E-01,,
48,1.53E+01,1.09E+00,,
49,1.11E+01,1.27E+00,,
50,1.44E+01,9.49E-01,,
