Reference,Height,Width,StripWidth,
1,2.11E+01,2.92E+01,100,
2,1.58E+01,3.08E+01,,
3,1.19E+01,3.93E+01,,
4,8.72E+00,4.79E+01,,
5,8.36E+00,4.79E+01,,
6,4.32E+01,9.05E+00,,
7,1.70E+01,2.26E+01,,
8,1.70E+01,1.83E+01,,
9,7.59E+00,3.83E+01,,
10,4.11E+01,6.80E+00,,
11,9.03E+00,2.70E+01,,
12,1.39E+01,1.58E+01,,
13,8.79E+00,2.38E+01,,
14,1.88E+01,1.10E+01,,
15,1.87E+01,1.06E+01,,
16,4.53E+00,4.10E+01,,
17,8.47E+00,2.09E+01,,
18,3.71E+00,4.38E+01,,
19,1.04E+01,1.52E+01,,
20,1.02E+01,1.52E+01,,
21,2.06E+01,6.59E+00,,
22,2.74E+00,4.79E+01,,
23,4.06E+00,2.75E+01,,
24,1.05E+01,1.02E+01,,
25,1.11E+01,9.52E+00,,
26,2.16E+00,4.79E+01,,
27,1.51E+01,6.80E+00,,
28,1.11E+01,7.62E+00,,
29,8.62E+00,9.35E+00,,
30,6.48E+00,1.24E+01,,
31,9.77E-01,8.11E+01,,
32,2.49E+00,3.08E+01,,
33,2.27E+00,3.35E+01,,
34,1.06E+01,7.04E+00,,
35,1.05E+01,6.74E+00,,
36,5.94E+00,1.11E+01,,
37,2.60E+00,2.45E+01,,
38,4.32E+01,1.44E+00,,
39,5.89E+00,1.04E+01,,
40,7.75E+00,7.62E+00,,
41,1.42E+00,3.92E+01,,
42,6.37E+00,8.01E+00,,
43,1.09E+01,4.55E+00,,
44,4.06E+00,1.19E+01,,
45,1.18E+00,3.93E+01,,
46,3.93E+00,1.11E+01,,
47,1.77E+00,2.38E+01,,
48,4.79E+00,8.44E+00,,
49,8.76E+00,4.58E+00,,
50,2.11E+01,1.63E+00,,
51,9.46E+00,3.30E+00,,
52,5.42E+01,5.73E-01,,
53,2.39E+00,1.24E+01,,
54,2.62E+00,1.10E+01,,
55,1.65E+00,1.70E+01,,
56,1.05E+01,2.48E+00,,
57,2.28E+01,1.11E+00,,
58,1.63E+01,1.53E+00,,
59,1.58E+01,1.56E+00,,
60,1.20E+00,1.97E+01,,
61,7.59E+00,3.06E+00,,
62,1.65E+00,1.38E+01,,
63,4.15E+00,5.29E+00,,
64,4.32E+01,4.84E-01,,
65,1.92E+00,1.06E+01,,
66,1.69E+01,1.21E+00,,
67,6.52E+00,2.85E+00,,
68,3.09E+00,5.92E+00,,
69,2.25E+00,8.01E+00,,
70,8.87E+00,2.03E+00,,
71,8.87E+00,1.99E+00,,
72,1.59E+00,1.10E+01,,
73,2.99E+01,5.82E-01,,
74,1.57E+00,1.10E+01,,
75,1.45E+00,1.17E+01,,
76,4.67E-01,3.59E+01,,
77,5.36E-01,3.11E+01,,
78,1.51E+00,1.10E+01,,
79,4.59E-01,3.59E+01,,
80,9.40E+00,1.73E+00,,
81,4.01E+00,3.99E+00,,
82,1.63E+01,9.77E-01,,
83,1.20E+00,1.32E+01,,
84,4.65E+00,3.30E+00,,
85,1.46E+00,1.04E+01,,
86,8.87E+00,1.69E+00,,
87,3.23E+00,4.58E+00,,
88,1.63E+01,9.01E-01,,
89,4.78E+00,2.97E+00,,
90,3.04E+00,4.58E+00,,
91,7.48E-01,1.86E+01,,
92,3.00E+00,4.55E+00,,
93,8.70E+00,1.56E+00,,
94,2.21E+01,6.14E-01,,
95,2.28E+01,5.93E-01,,
96,1.77E+00,7.62E+00,,
97,2.27E+00,5.85E+00,,
98,8.88E-01,1.49E+01,,
99,1.96E+01,6.72E-01,,
100,7.07E-01,1.86E+01,,
101,2.41E+00,5.33E+00,,
102,2.15E+01,5.93E-01,,
103,1.09E+01,1.15E+00,,
104,1.42E+00,8.73E+00,,
105,9.23E+00,1.34E+00,,
106,2.41E+00,5.11E+00,,
107,1.11E+00,1.10E+01,,
108,5.29E+00,2.29E+00,,
109,5.51E+00,2.19E+00,,
110,3.56E-01,3.36E+01,,
111,3.50E-01,3.36E+01,,
112,5.59E-01,2.09E+01,,
113,6.52E+00,1.73E+00,,
114,4.01E+00,2.81E+00,,
115,5.51E+00,2.04E+00,,
116,2.16E+01,5.18E-01,,
117,7.10E+00,1.56E+00,,
118,5.05E+00,2.19E+00,,
119,4.48E+00,2.43E+00,,
120,3.65E+00,2.97E+00,,
121,3.65E+00,2.97E+00,,
122,5.28E-01,2.04E+01,,
123,4.15E+00,2.58E+00,,
124,4.39E+00,2.43E+00,,
125,4.15E+00,2.56E+00,,
126,1.63E+01,6.49E-01,,
127,1.75E+01,6.03E-01,,
128,2.16E+01,4.87E-01,,
129,8.82E+00,1.19E+00,,
130,1.69E+01,6.03E-01,,
131,7.06E-01,1.43E+01,,
132,1.83E+00,5.51E+00,,
133,8.21E+00,1.23E+00,,
134,2.28E+01,4.42E-01,,
135,3.39E+00,2.97E+00,,
136,1.12E+01,8.90E-01,,
137,8.06E+00,1.23E+00,,
138,8.16E+00,1.21E+00,,
139,8.82E+00,1.10E+00,,
140,1.88E+01,5.11E-01,,
141,1.02E+01,9.36E-01,,
142,2.27E+00,4.15E+00,,
143,1.12E+01,8.43E-01,,
144,7.77E+00,1.21E+00,,
145,7.59E+00,1.24E+00,,
146,3.71E+00,2.51E+00,,
147,8.87E+00,1.04E+00,,
148,7.63E+00,1.21E+00,,
149,1.87E+00,4.89E+00,,
150,3.02E+00,2.97E+00,,
151,2.00E+01,4.42E-01,,
152,3.71E+00,2.39E+00,,
153,2.08E+00,4.22E+00,,
154,1.63E+01,5.36E-01,,
155,5.30E+00,1.63E+00,,
156,5.89E+00,1.46E+00,,
157,2.91E+00,2.94E+00,,
158,1.23E+01,6.87E-01,,
159,5.67E-01,1.49E+01,,
160,5.30E+00,1.60E+00,,
161,5.05E+00,1.67E+00,,
162,2.60E+00,3.24E+00,,
163,9.83E-01,8.44E+00,,
164,1.97E+00,4.15E+00,,
165,5.28E-01,1.55E+01,,
166,1.22E+01,6.72E-01,,
167,1.63E+01,5.01E-01,,
168,2.60E+00,3.13E+00,,
169,7.59E+00,1.07E+00,,
170,1.23E+01,6.57E-01,,
171,4.92E+00,1.63E+00,,
172,1.56E+01,5.11E-01,,
173,1.35E+01,5.82E-01,,
174,4.92E+00,1.60E+00,,
175,6.63E-01,1.19E+01,,
176,1.63E+01,4.79E-01,,
177,3.09E+00,2.52E+00,,
178,1.14E+00,6.80E+00,,
179,1.20E+00,6.43E+00,,
180,6.34E+00,1.21E+00,,
181,9.55E-01,8.01E+00,,
182,9.50E-01,8.01E+00,,
183,5.22E+00,1.46E+00,,
184,1.12E+00,6.80E+00,,
185,8.87E+00,8.48E-01,,
186,1.02E+01,7.27E-01,,
187,1.11E+01,6.72E-01,,
188,1.21E+01,6.14E-01,,
189,1.07E+00,6.80E+00,,
190,1.17E+00,6.20E+00,,
191,1.05E+00,6.80E+00,,
192,5.95E+00,1.15E+00,,
193,5.36E-01,1.26E+01,,
194,5.87E+00,1.15E+00,,
195,1.17E+00,5.66E+00,,
196,5.84E-01,1.11E+01,,
197,7.86E-01,8.01E+00,,
198,2.14E+00,2.94E+00,,
199,1.08E+01,5.82E-01,,
200,1.02E+01,6.14E-01,,
