Reference,Height,Width,Stripwidth,,,,,,
1,3.38E+01,4.96E+01,100,,,,,,
2,1.88E+01,4.33E+01,,,,,,,
3,9.97E+00,4.33E+01,,,,,,,
4,1.24E+01,3.41E+01,,,,,,,
5,2.17E+01,1.78E+01,,,,,,,
6,2.48E+01,1.44E+01,,,,,,,
7,8.18E+00,4.33E+01,,,,,,,
8,1.00E+01,3.41E+01,,,,,,,
9,2.48E+01,1.30E+01,,,,,,,
10,3.38E+01,9.13E+00,,,,,,,
11,2.63E+01,9.83E+00,,,,,,,
12,1.90E+01,1.13E+01,,,,,,,
13,1.31E+01,1.61E+01,,,,,,,
14,1.21E+01,1.64E+01,,,,,,,
15,1.00E+02,1.87E+00,,,,,,,
16,1.28E+01,1.44E+01,,,,,,,
17,3.76E+01,4.06E+00,,,,,,,
18,2.48E+01,5.65E+00,,,,,,,
19,8.55E+00,1.61E+01,,,,,,,
20,7.37E+00,1.67E+01,,,,,,,
21,6.29E+01,1.81E+00,,,,,,,
22,3.00E+00,3.61E+01,,,,,,,
23,7.81E+00,1.13E+01,,,,,,,
24,3.76E+01,2.30E+00,,,,,,,
25,6.29E+01,1.34E+00,,,,,,,
26,3.38E+01,2.33E+00,,,,,,,
27,3.71E+01,1.99E+00,,,,,,,
28,1.72E+01,4.28E+00,,,,,,,
29,9.63E+00,6.78E+00,,,,,,,
30,5.72E+00,1.00E+01,,,,,,,
31,3.12E+00,1.76E+01,,,,,,,
32,4.24E+01,1.27E+00,,,,,,,
33,3.12E+00,1.63E+01,,,,,,,
34,2.48E+01,2.04E+00,,,,,,,
35,1.72E+01,2.50E+00,,,,,,,
36,3.71E+01,1.16E+00,,,,,,,
37,3.38E+01,1.24E+00,,,,,,,
38,2.36E+00,1.68E+01,,,,,,,
39,5.64E+00,6.98E+00,,,,,,,
40,2.92E+01,1.27E+00,,,,,,,
41,1.94E+01,1.90E+00,,,,,,,
42,1.94E+01,1.84E+00,,,,,,,
43,1.21E+01,2.90E+00,,,,,,,
44,2.24E+01,1.55E+00,,,,,,,
45,1.45E+00,2.39E+01,,,,,,,
46,1.38E+00,2.40E+01,,,,,,,
47,2.68E+01,1.21E+00,,,,,,,
48,4.45E+00,7.21E+00,,,,,,,
49,9.38E-01,3.41E+01,,,,,,,
50,2.49E+00,1.26E+01,,,,,,,
51,1.29E+00,2.40E+01,,,,,,,
52,1.60E+00,1.93E+01,,,,,,,
53,8.75E+00,3.50E+00,,,,,,,
54,8.62E-01,3.41E+01,,,,,,,
55,2.37E+01,1.24E+00,,,,,,,
56,1.21E+00,2.40E+01,,,,,,,
57,1.21E+00,2.40E+01,,,,,,,
58,3.38E+01,8.57E-01,,,,,,,
59,2.49E+00,1.14E+01,,,,,,,
60,1.18E+00,2.40E+01,,,,,,,
61,3.38E+01,8.35E-01,,,,,,,
62,1.17E+00,2.40E+01,,,,,,,
63,3.38E+01,8.18E-01,,,,,,,
64,9.47E+00,2.88E+00,,,,,,,
65,4.03E+00,6.72E+00,,,,,,,
66,9.39E+00,2.86E+00,,,,,,,
67,3.38E+01,7.77E-01,,,,,,,
68,3.75E+00,6.98E+00,,,,,,,
69,1.08E+00,2.40E+01,,,,,,,
70,1.94E+01,1.30E+00,,,,,,,
71,1.53E+01,1.53E+00,,,,,,,
72,9.67E-01,2.40E+01,,,,,,,
73,1.08E+00,2.13E+01,,,,,,,
74,6.58E+00,3.50E+00,,,,,,,
75,3.76E+01,6.02E-01,,,,,,,
76,1.01E+01,2.23E+00,,,,,,,
77,4.03E+00,5.32E+00,,,,,,,
78,9.39E+00,2.23E+00,,,,,,,
79,3.38E+01,6.15E-01,,,,,,,
80,2.10E+00,9.83E+00,,,,,,,
81,5.72E+00,3.57E+00,,,,,,,
82,9.47E+00,2.15E+00,,,,,,,
83,1.01E+01,2.00E+00,,,,,,,
84,1.19E+00,1.67E+01,,,,,,,
85,5.82E-01,3.41E+01,,,,,,,
86,2.70E+00,7.23E+00,,,,,,,
87,2.70E+00,7.23E+00,,,,,,,
88,1.53E+01,1.27E+00,,,,,,,
89,1.14E+00,1.67E+01,,,,,,,
90,3.67E+00,5.19E+00,,,,,,,
91,4.03E+00,4.70E+00,,,,,,,
92,2.70E+00,6.86E+00,,,,,,,
93,5.72E+00,3.16E+00,,,,,,,
94,2.37E+01,7.60E-01,,,,,,,
95,9.29E-01,1.93E+01,,,,,,,
96,1.45E+00,1.22E+01,,,,,,,
97,1.14E+01,1.55E+00,,,,,,,
98,3.67E+00,4.64E+00,,,,,,,
99,2.36E+00,7.15E+00,,,,,,,
100,1.32E+01,1.27E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
