reference,height,width,stripwidth,,,,,,
1,8.14E+01,3.11E+01,100,,,,,,
2,9.05E+01,1.20E+01,,,,,,,
3,3.60E+01,2.41E+01,,,,,,,
4,3.51E+01,2.14E+01,,,,,,,
5,2.52E+01,2.14E+01,,,,,,,
6,2.19E+01,2.14E+01,,,,,,,
7,9.05E+01,4.64E+00,,,,,,,
8,8.27E+00,2.80E+01,,,,,,,
9,1.05E+01,2.14E+01,,,,,,,
10,9.34E+00,2.41E+01,,,,,,,
11,1.45E+01,1.21E+01,,,,,,,
12,1.45E+01,1.19E+01,,,,,,,
13,8.08E+01,1.78E+00,,,,,,,
14,8.27E+00,1.73E+01,,,,,,,
15,2.91E+00,4.53E+01,,,,,,,
16,7.40E+00,1.78E+01,,,,,,,
17,1.32E+01,9.81E+00,,,,,,,
18,5.66E+00,2.14E+01,,,,,,,
19,1.20E+01,9.45E+00,,,,,,,
20,9.05E+01,1.16E+00,,,,,,,
21,6.19E+01,1.69E+00,,,,,,,
22,1.20E+01,6.75E+00,,,,,,,
23,4.45E+00,1.65E+01,,,,,,,
24,5.65E+01,1.17E+00,,,,,,,
25,3.81E+01,1.69E+00,,,,,,,
26,2.34E+00,2.43E+01,,,,,,,
27,3.16E+00,1.74E+01,,,,,,,
28,4.35E+01,1.17E+00,,,,,,,
29,1.29E+00,3.77E+01,,,,,,,
30,3.99E+01,1.02E+00,,,,,,,
31,2.27E+00,1.74E+01,,,,,,,
32,2.10E+00,1.78E+01,,,,,,,
33,7.07E+00,5.29E+00,,,,,,,
34,1.42E+00,2.54E+01,,,,,,,
35,9.53E-01,3.77E+01,,,,,,,
36,1.64E+00,2.14E+01,,,,,,,
37,1.45E+00,2.41E+01,,,,,,,
38,1.92E+01,1.78E+00,,,,,,,
39,4.45E+00,7.60E+00,,,,,,,
40,8.50E-01,3.77E+01,,,,,,,
41,2.34E+00,1.35E+01,,,,,,,
42,3.05E+01,1.02E+00,,,,,,,
43,1.28E+00,2.41E+01,,,,,,,
44,1.20E+01,2.56E+00,,,,,,,
45,2.97E+01,1.02E+00,,,,,,,
46,1.19E+00,2.41E+01,,,,,,,
47,1.42E+00,2.00E+01,,,,,,,
48,1.14E+00,2.41E+01,,,,,,,
49,6.03E-01,4.53E+01,,,,,,,
50,4.90E+00,5.29E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
