Reference,Height,Width,StripWidth,
1,1.00E+02,1.14E+01,100,
2,4.91E+01,1.73E+01,,
3,1.00E+02,6.80E+00,,
4,6.43E+01,1.05E+01,,
5,1.88E+01,2.19E+01,,
6,1.00E+02,3.85E+00,,
7,5.54E+01,5.46E+00,,
8,6.63E+01,2.43E+00,,
9,1.79E+01,9.00E+00,,
10,1.34E+01,1.18E+01,,
11,2.92E+01,4.69E+00,,
12,9.03E+01,1.43E+00,,
13,2.22E+01,5.79E+00,,
14,2.84E+01,4.40E+00,,
15,6.63E+01,1.61E+00,,
16,5.41E+01,1.89E+00,,
17,5.54E+01,1.81E+00,,
18,2.37E+01,4.05E+00,,
19,1.22E+01,7.51E+00,,
20,2.84E+01,3.11E+00,,
21,1.88E+01,4.32E+00,,
22,2.28E+01,3.56E+00,,
23,4.23E+00,1.77E+01,,
24,6.43E+01,1.14E+00,,
25,2.28E+01,2.81E+00,,
26,1.60E+01,3.84E+00,,
27,4.91E+00,1.18E+01,,
28,1.54E+01,3.63E+00,,
29,6.43E+01,8.14E-01,,
30,3.87E+01,1.17E+00,,
31,3.15E+01,1.42E+00,,
32,1.32E+01,3.38E+00,,
33,1.59E+01,2.75E+00,,
34,8.52E+00,5.11E+00,,
35,1.92E+01,2.22E+00,,
36,4.59E+01,8.91E-01,,
37,1.45E+01,2.79E+00,,
38,4.82E+01,8.32E-01,,
39,1.63E+01,2.44E+00,,
40,5.57E+00,7.08E+00,,
41,1.38E+01,2.75E+00,,
42,4.60E+01,8.05E-01,,
43,7.47E+00,4.69E+00,,
44,2.54E+00,1.37E+01,,
45,2.22E+01,1.54E+00,,
46,1.20E+01,2.83E+00,,
47,3.62E+01,9.35E-01,,
48,9.58E+00,3.23E+00,,
49,2.97E+01,1.01E+00,,
50,1.31E+01,2.28E+00,,
51,2.72E+01,1.00E+00,,
52,4.91E+00,5.32E+00,,
53,2.48E+01,1.04E+00,,
54,3.20E+01,8.01E-01,,
55,8.52E+00,2.95E+00,,
56,2.48E+01,1.00E+00,,
57,2.22E+01,1.11E+00,,
58,1.22E+01,2.00E+00,,
59,1.83E+00,1.33E+01,,
60,3.67E+01,6.57E-01,,
61,6.25E+00,3.84E+00,,
62,3.70E+01,6.46E-01,,
63,4.63E+01,5.12E-01,,
64,1.34E+00,1.77E+01,,
65,2.74E+01,8.65E-01,,
66,3.70E+01,6.38E-01,,
67,1.60E+01,1.43E+00,,
68,4.63E+01,4.91E-01,,
69,4.77E+00,4.69E+00,,
70,2.74E+01,8.19E-01,,
71,2.90E+01,7.73E-01,,
72,3.02E+00,7.27E+00,,
73,7.68E+00,2.79E+00,,
74,1.60E+01,1.32E+00,,
75,2.12E+01,9.96E-01,,
76,5.94E+00,3.54E+00,,
77,9.58E+00,2.19E+00,,
78,2.25E+01,9.31E-01,,
79,3.49E+01,5.99E-01,,
80,2.76E+01,7.52E-01,,
81,7.31E+00,2.83E+00,,
82,2.54E+00,8.15E+00,,
83,8.97E+00,2.29E+00,,
84,2.28E+01,9.02E-01,,
85,4.29E+00,4.79E+00,,
86,8.52E+00,2.40E+00,,
87,8.90E+00,2.29E+00,,
88,9.40E+00,2.16E+00,,
89,1.15E+01,1.76E+00,,
90,1.81E+01,1.11E+00,,
91,1.32E+01,1.53E+00,,
92,3.70E+01,5.42E-01,,
93,1.08E+01,1.86E+00,,
94,4.78E+00,4.18E+00,,
95,2.51E+01,7.94E-01,,
96,1.33E+01,1.50E+00,,
97,8.58E+00,2.29E+00,,
98,5.77E+00,3.40E+00,,
99,1.76E+01,1.11E+00,,
100,1.22E+01,1.60E+00,,
101,1.65E+01,1.18E+00,,
102,2.52E+01,7.68E-01,,
103,4.28E+01,4.53E-01,,
104,4.01E+01,4.76E-01,,
105,1.15E+01,1.64E+00,,
106,6.39E+00,2.96E+00,,
107,2.90E+00,6.52E+00,,
108,1.32E+01,1.43E+00,,
109,2.48E+01,7.58E-01,,
110,4.00E+01,4.66E-01,,
111,4.00E+01,4.65E-01,,
112,2.44E+01,7.62E-01,,
113,4.01E+01,4.59E-01,,
114,2.76E+01,6.57E-01,,
115,1.38E+01,1.31E+00,,
116,7.79E+00,2.32E+00,,
117,4.29E+00,4.21E+00,,
118,2.24E+01,7.94E-01,,
119,4.72E+00,3.76E+00,,
120,3.87E+01,4.58E-01,,
121,2.10E+01,8.43E-01,,
122,2.29E+01,7.68E-01,,
123,1.65E+01,1.04E+00,,
124,5.83E+00,2.95E+00,,
125,3.68E+01,4.57E-01,,
126,3.57E+00,4.69E+00,,
127,2.22E+01,7.54E-01,,
128,1.11E+01,1.50E+00,,
129,5.72E+00,2.89E+00,,
130,8.56E+00,1.86E+00,,
131,2.51E+01,6.29E-01,,
132,1.81E+01,8.65E-01,,
133,1.83E+00,8.57E+00,,
134,3.70E+01,4.21E-01,,
135,1.87E+01,8.29E-01,,
136,3.08E+01,4.96E-01,,
137,2.87E+00,5.32E+00,,
138,2.48E+01,6.14E-01,,
139,6.66E+00,2.28E+00,,
140,1.01E+01,1.50E+00,,
141,3.39E+01,4.41E-01,,
142,1.97E+01,7.57E-01,,
143,9.58E+00,1.56E+00,,
144,2.32E+01,6.38E-01,,
145,7.42E+00,1.95E+00,,
146,4.23E+00,3.40E+00,,
147,9.58E+00,1.50E+00,,
148,1.93E+01,7.43E-01,,
149,2.00E+01,7.11E-01,,
150,1.88E+01,7.52E-01,,
151,4.49E+00,3.14E+00,,
152,2.24E+01,6.29E-01,,
153,1.90E+01,7.38E-01,,
154,1.84E+01,7.62E-01,,
155,9.67E+00,1.43E+00,,
156,3.81E+00,3.63E+00,,
157,3.68E+01,3.75E-01,,
158,1.60E+01,8.49E-01,,
159,1.98E+01,6.80E-01,,
160,1.74E+01,7.73E-01,,
161,2.23E+01,5.99E-01,,
162,1.79E+01,7.43E-01,,
163,1.76E+01,7.57E-01,,
164,4.49E+00,2.95E+00,,
165,1.78E+01,7.38E-01,,
166,5.69E+00,2.29E+00,,
167,3.85E+00,3.38E+00,,
168,1.39E+01,9.31E-01,,
169,3.64E+00,3.54E+00,,
170,3.39E+01,3.78E-01,,
171,1.59E+01,8.01E-01,,
172,3.75E+00,3.38E+00,,
173,3.01E+00,4.18E+00,,
174,1.87E+01,6.71E-01,,
175,9.58E+00,1.30E+00,,
176,1.12E+01,1.10E+00,,
177,1.53E+01,8.05E-01,,
178,1.23E+01,1.00E+00,,
179,1.24E+01,9.96E-01,,
180,4.26E+00,2.89E+00,,
181,1.23E+01,9.96E-01,,
182,1.53E+01,8.01E-01,,
183,1.25E+01,9.81E-01,,
184,7.42E+00,1.65E+00,,
185,2.10E+01,5.81E-01,,
186,1.70E+01,7.11E-01,,
187,5.26E+00,2.29E+00,,
188,1.23E+01,9.81E-01,,
189,1.12E+01,1.06E+00,,
190,1.38E+01,8.58E-01,,
191,1.92E+01,6.15E-01,,
192,1.92E+01,6.15E-01,,
193,1.41E+01,8.32E-01,,
194,1.41E+01,8.32E-01,,
195,9.98E+00,1.16E+00,,
196,1.88E+01,6.15E-01,,
197,1.50E+01,7.68E-01,,
198,1.63E+01,7.05E-01,,
199,4.97E+00,2.29E+00,,
200,3.08E+01,3.69E-01,,
