Reference,Height,Width,Stripwidth,
1,5.28E+01,5.31E+01,100,
2,1.76E+01,5.06E+01,,
3,1.21E+01,5.06E+01,,
4,4.60E+01,1.08E+01,,
5,3.21E+01,1.33E+01,,
6,1.32E+01,2.28E+01,,
7,1.64E+01,1.66E+01,,
8,2.40E+00,5.06E+01,,
9,2.94E+00,3.35E+01,,
10,1.25E+01,6.10E+00,,
11,6.81E+00,1.08E+01,,
12,1.94E+00,3.45E+01,,
13,7.68E+00,8.59E+00,,
14,1.48E+00,4.40E+01,,
15,9.86E+00,6.10E+00,,
16,1.51E+01,3.96E+00,,
17,5.29E+00,1.10E+01,,
18,1.49E+01,3.88E+00,,
19,1.51E+01,3.76E+00,,
20,2.91E+01,1.91E+00,,
21,1.60E+00,3.45E+01,,
22,1.60E+00,3.45E+01,,
23,1.51E+01,3.65E+00,,
24,1.42E+01,3.88E+00,,
25,1.52E+01,3.50E+00,,
26,1.65E+01,3.21E+00,,
27,1.50E+00,3.45E+01,,
28,1.16E+00,4.40E+01,,
29,5.66E+00,8.93E+00,,
30,9.74E+00,5.17E+00,,
31,2.98E+00,1.69E+01,,
32,4.54E+00,1.08E+01,,
33,8.62E+00,5.70E+00,,
34,9.95E+00,4.93E+00,,
35,1.10E+00,4.40E+01,,
36,4.32E+00,1.10E+01,,
37,4.32E+00,1.10E+01,,
38,1.07E+00,4.40E+01,,
39,1.39E+00,3.35E+01,,
40,1.77E+01,2.60E+00,,
41,1.65E+01,2.74E+00,,
42,5.06E+00,8.93E+00,,
43,2.84E+01,1.59E+00,,
44,2.98E+00,1.51E+01,,
45,7.87E+00,5.70E+00,,
46,7.54E+00,5.85E+00,,
47,2.84E+01,1.55E+00,,
48,1.30E+00,3.35E+01,,
49,2.84E+01,1.54E+00,,
50,1.41E+01,3.09E+00,,
51,5.85E+00,7.38E+00,,
52,1.61E+01,2.64E+00,,
53,2.84E+01,1.49E+00,,
54,1.41E+01,3.00E+00,,
55,2.84E+01,1.49E+00,,
56,2.84E+01,1.48E+00,,
57,1.77E+01,2.33E+00,,
58,1.52E+01,2.64E+00,,
59,4.49E+00,8.93E+00,,
60,4.94E+00,8.04E+00,,
61,6.46E+00,6.10E+00,,
62,1.71E+00,2.28E+01,,
63,7.86E+00,4.93E+00,,
64,2.32E+00,1.66E+01,,
65,4.80E+00,8.04E+00,,
66,2.84E+01,1.36E+00,,
67,8.71E-01,4.40E+01,,
68,5.04E+00,7.38E+00,,
69,1.27E+01,2.92E+00,,
70,7.44E+00,4.93E+00,,
71,1.51E+01,2.42E+00,,
72,2.84E+01,1.28E+00,,
73,4.31E+01,8.41E-01,,
74,7.57E+00,4.78E+00,,
75,2.84E+01,1.27E+00,,
76,1.51E+01,2.38E+00,,
77,2.98E+00,1.21E+01,,
78,1.27E+01,2.82E+00,,
79,1.54E+01,2.32E+00,,
80,7.50E+00,4.78E+00,,
81,2.84E+01,1.26E+00,,
82,2.05E+00,1.74E+01,,
83,7.54E+00,4.68E+00,,
84,1.02E+00,3.45E+01,,
85,1.54E+00,2.28E+01,,
86,2.05E+00,1.71E+01,,
87,7.54E+00,4.64E+00,,
88,7.82E-01,4.40E+01,,
89,1.30E+01,2.64E+00,,
90,1.27E+01,2.68E+00,,
91,3.13E+00,1.08E+01,,
92,9.74E+00,3.43E+00,,
93,4.31E+01,7.64E-01,,
94,7.54E+00,4.25E+00,,
95,4.19E+00,7.38E+00,,
96,8.92E-01,3.45E+01,,
97,1.29E+01,2.32E+00,,
98,2.86E+00,1.05E+01,,
99,2.77E+00,1.05E+01,,
100,8.37E-01,3.45E+01,,
