Reference,Height,Width,StripWidth,
1,2.22E+01,5.94E+01,100,
2,2.49E+01,2.21E+01,,
3,8.74E+00,5.94E+01,,
4,2.10E+01,1.94E+01,,
5,2.40E+01,1.67E+01,,
6,1.25E+01,2.22E+01,,
7,3.41E+01,7.05E+00,,
8,3.97E+01,5.38E+00,,
9,2.49E+01,8.16E+00,,
10,2.82E+01,6.42E+00,,
11,1.02E+01,1.67E+01,,
12,2.10E+01,7.17E+00,,
13,1.22E+01,9.76E+00,,
14,1.22E+01,8.96E+00,,
15,3.41E+01,3.14E+00,,
16,1.14E+01,8.28E+00,,
17,8.10E+00,1.04E+01,,
18,9.57E+00,8.82E+00,,
19,4.63E+00,1.69E+01,,
20,2.75E+00,2.66E+01,,
21,4.83E+00,1.32E+01,,
22,1.73E+01,3.06E+00,,
23,2.49E+01,1.99E+00,,
24,9.20E+00,5.37E+00,,
25,5.37E+00,8.93E+00,,
26,9.57E+00,4.99E+00,,
27,1.79E+01,2.60E+00,,
28,4.63E+00,9.44E+00,,
29,4.90E+01,8.45E-01,,
30,2.42E+00,1.62E+01,,
31,9.57E+00,4.06E+00,,
32,3.41E+01,1.12E+00,,
33,4.68E+00,7.84E+00,,
34,5.25E+00,6.93E+00,,
35,1.21E+01,3.01E+00,,
36,1.65E+00,2.16E+01,,
37,1.06E+01,3.35E+00,,
38,9.57E+00,3.72E+00,,
39,4.84E+01,7.36E-01,,
40,3.36E+00,1.06E+01,,
41,3.41E+01,1.04E+00,,
42,3.10E+01,1.13E+00,,
43,7.58E+00,4.53E+00,,
44,5.67E+00,6.05E+00,,
45,2.42E+01,1.41E+00,,
46,3.25E+00,1.04E+01,,
47,9.20E+00,3.62E+00,,
48,2.36E+01,1.41E+00,,
49,1.58E+01,2.10E+00,,
50,2.66E+00,1.23E+01,,
51,4.90E+01,6.62E-01,,
52,2.35E+01,1.38E+00,,
53,3.60E+00,8.84E+00,,
54,1.60E+00,1.99E+01,,
55,1.52E+01,2.08E+00,,
56,4.91E+00,6.38E+00,,
57,6.05E+00,5.18E+00,,
58,2.23E+01,1.38E+00,,
59,1.60E+00,1.90E+01,,
60,6.05E+00,5.02E+00,,
61,4.90E+01,6.18E-01,,
62,9.57E+00,3.17E+00,,
