Reference,Height,Width,StripWidth,
1,1.00E+02,7.37E+00,100,
2,4.77E+01,1.50E+01,,
3,4.98E+01,1.05E+01,,
4,1.00E+02,5.21E+00,,
5,5.14E+01,1.00E+01,,
6,2.58E+01,1.50E+01,,
7,4.90E+01,5.38E+00,,
8,9.42E+01,2.57E+00,,
9,3.99E+01,5.93E+00,,
10,2.70E+01,8.59E+00,,
11,1.35E+01,1.52E+01,,
12,3.59E+01,5.47E+00,,
13,3.86E+01,4.17E+00,,
14,2.74E+01,5.68E+00,,
15,2.02E+01,6.76E+00,,
16,6.81E+00,2.01E+01,,
17,3.99E+01,3.11E+00,,
18,5.77E+01,2.10E+00,,
19,3.99E+01,3.01E+00,,
20,1.73E+01,6.87E+00,,
21,3.86E+01,3.03E+00,,
22,7.11E+00,1.50E+01,,
23,1.31E+01,6.87E+00,,
24,7.71E+01,1.07E+00,,
25,2.74E+01,2.87E+00,,
26,4.94E+01,1.42E+00,,
27,1.77E+01,3.78E+00,,
28,3.83E+01,1.72E+00,,
29,2.49E+01,2.42E+00,,
30,1.50E+01,3.88E+00,,
31,4.72E+00,1.23E+01,,
32,1.51E+01,3.75E+00,,
33,1.01E+01,5.47E+00,,
34,1.30E+01,3.75E+00,,
35,2.74E+01,1.78E+00,,
36,3.23E+00,1.50E+01,,
37,2.75E+01,1.74E+00,,
38,1.88E+01,2.51E+00,,
39,1.51E+01,3.08E+00,,
40,2.14E+01,2.10E+00,,
41,6.34E+00,6.87E+00,,
42,4.31E+00,9.26E+00,,
43,2.81E+01,1.37E+00,,
44,4.47E+00,8.59E+00,,
45,1.23E+01,3.08E+00,,
46,3.69E+01,1.02E+00,,
47,6.76E+00,5.31E+00,,
48,8.85E+00,3.75E+00,,
49,8.66E+00,3.31E+00,,
50,2.65E+01,1.02E+00,,
51,1.77E+00,1.52E+01,,
52,4.80E+01,5.58E-01,,
53,3.56E+00,7.20E+00,,
54,2.74E+01,9.32E-01,,
55,8.94E+00,2.85E+00,,
56,2.20E+01,1.14E+00,,
57,4.01E+01,6.21E-01,,
58,2.75E+01,8.97E-01,,
59,4.61E+01,5.32E-01,,
60,3.83E+01,6.26E-01,,
61,2.33E+01,1.02E+00,,
62,1.10E+01,2.10E+00,,
63,4.64E+00,4.93E+00,,
64,8.60E+00,2.64E+00,,
65,2.07E+01,1.09E+00,,
66,1.48E+00,1.52E+01,,
67,1.37E+01,1.63E+00,,
68,1.33E+01,1.65E+00,,
69,9.74E+00,2.23E+00,,
70,2.72E+01,7.90E-01,,
71,1.50E+01,1.43E+00,,
72,3.10E+00,6.87E+00,,
73,5.81E+00,3.65E+00,,
74,2.61E+01,8.11E-01,,
75,1.15E+01,1.83E+00,,
76,5.25E+00,3.96E+00,,
77,9.88E+00,2.10E+00,,
78,1.46E+01,1.42E+00,,
79,1.43E+01,1.42E+00,,
80,1.78E+01,1.14E+00,,
81,1.01E+01,1.96E+00,,
82,3.20E+01,6.18E-01,,
83,3.72E+00,5.31E+00,,
84,1.22E+01,1.60E+00,,
85,1.80E+01,1.08E+00,,
86,5.13E+00,3.78E+00,,
87,1.53E+01,1.26E+00,,
88,2.89E+00,6.59E+00,,
89,1.84E+01,1.03E+00,,
90,1.89E+01,1.00E+00,,
91,1.84E+01,1.01E+00,,
92,4.01E+01,4.62E-01,,
93,1.50E+00,1.23E+01,,
94,2.83E+01,6.50E-01,,
95,5.46E+00,3.37E+00,,
96,1.71E+01,1.07E+00,,
97,2.90E+01,6.31E-01,,
98,3.43E+00,5.31E+00,,
99,1.67E+01,1.08E+00,,
100,7.81E+00,2.27E+00,,
101,5.62E+00,3.12E+00,,
102,2.59E+00,6.76E+00,,
103,4.67E+00,3.75E+00,,
104,1.02E+01,1.71E+00,,
105,1.87E+01,9.30E-01,,
106,5.13E+00,3.37E+00,,
107,1.85E+01,9.30E-01,,
108,2.61E+00,6.59E+00,,
109,2.37E+00,7.20E+00,,
110,1.40E+01,1.21E+00,,
111,5.25E+00,3.24E+00,,
112,1.20E+01,1.42E+00,,
113,2.49E+01,6.80E-01,,
114,2.71E+01,6.18E-01,,
115,1.10E+00,1.52E+01,,
116,1.54E+01,1.08E+00,,
117,1.53E+01,1.09E+00,,
118,4.41E+00,3.74E+00,,
119,1.84E+01,8.93E-01,,
120,9.62E+00,1.68E+00,,
121,3.69E+00,4.37E+00,,
122,8.21E+00,1.96E+00,,
123,9.23E+00,1.71E+00,,
124,1.49E+01,1.06E+00,,
125,9.19E+00,1.71E+00,,
126,1.70E+01,9.21E-01,,
127,1.47E+01,1.06E+00,,
128,1.70E+01,9.06E-01,,
129,1.95E+01,7.78E-01,,
130,1.21E+01,1.25E+00,,
131,4.47E+00,3.34E+00,,
132,3.83E+01,3.89E-01,,
133,9.30E+00,1.60E+00,,
134,1.02E+01,1.46E+00,,
135,6.55E+00,2.27E+00,,
136,9.74E+00,1.52E+00,,
137,1.36E+01,1.09E+00,,
138,8.08E+00,1.83E+00,,
139,8.73E+00,1.68E+00,,
140,9.67E-01,1.52E+01,,
141,2.49E+01,5.89E-01,,
142,1.86E+01,7.90E-01,,
143,1.54E+01,9.49E-01,,
144,2.61E+01,5.57E-01,,
145,4.47E+00,3.25E+00,,
146,5.36E+00,2.70E+00,,
147,8.45E+00,1.71E+00,,
148,2.65E+01,5.43E-01,,
149,2.65E+01,5.39E-01,,
150,2.49E+01,5.68E-01,,
151,1.02E+01,1.39E+00,,
152,8.66E+00,1.63E+00,,
153,1.11E+01,1.27E+00,,
154,1.11E+01,1.27E+00,,
155,3.20E+01,4.37E-01,,
156,5.17E+00,2.70E+00,,
157,2.49E+01,5.59E-01,,
158,2.49E+01,5.58E-01,,
159,1.37E+01,1.01E+00,,
160,5.62E+00,2.46E+00,,
161,9.68E+00,1.42E+00,,
162,5.62E+00,2.44E+00,,
163,1.44E+01,9.49E-01,,
164,1.97E+00,6.91E+00,,
165,1.33E+01,1.02E+00,,
166,1.89E+01,7.14E-01,,
167,3.61E+00,3.74E+00,,
168,1.54E+01,8.77E-01,,
169,2.32E+01,5.77E-01,,
170,1.21E+01,1.10E+00,,
171,1.23E+01,1.08E+00,,
172,1.11E+01,1.20E+00,,
173,1.09E+01,1.21E+00,,
174,2.49E+00,5.31E+00,,
175,1.41E+01,9.30E-01,,
176,2.83E+00,4.64E+00,,
177,2.26E+01,5.77E-01,,
178,2.79E+00,4.64E+00,,
179,5.62E+00,2.31E+00,,
180,1.50E+01,8.65E-01,,
181,1.97E+00,6.58E+00,,
182,4.31E+00,3.00E+00,,
183,1.97E+00,6.57E+00,,
184,3.69E+00,3.49E+00,,
185,1.93E+01,6.69E-01,,
186,2.08E+01,6.18E-01,,
187,1.18E+01,1.09E+00,,
188,3.43E+01,3.73E-01,,
189,1.97E+01,6.50E-01,,
190,1.91E+01,6.69E-01,,
191,3.43E+01,3.72E-01,,
192,2.36E+00,5.38E+00,,
193,3.76E+00,3.37E+00,,
194,1.50E+01,8.44E-01,,
195,1.27E+01,9.70E-01,,
196,1.46E+01,7.78E-01,,
197,1.19E+01,7.78E-01,,
198,1.27E+01,6.35E-01,,
199,2.02E+00,3.81E+00,,
200,2.00E+00,3.81E+00,,
