Reference,Height,Width,Stripwidth,,,,,,
1,9.80E+01,1.64E+01,100,,,,,,
2,3.98E+01,3.73E+01,,,,,,,
3,9.80E+01,4.32E+00,,,,,,,
4,4.76E+01,8.88E+00,,,,,,,
5,1.37E+01,2.56E+01,,,,,,,
6,3.47E+01,8.88E+00,,,,,,,
7,5.46E+01,4.61E+00,,,,,,,
8,6.46E+00,3.73E+01,,,,,,,
9,5.66E+00,3.81E+01,,,,,,,
10,9.82E+00,2.14E+01,,,,,,,
11,3.89E+00,4.93E+01,,,,,,,
12,5.03E+00,3.73E+01,,,,,,,
13,1.90E+01,9.76E+00,,,,,,,
14,3.17E+01,5.47E+00,,,,,,,
15,3.12E+01,4.48E+00,,,,,,,
16,1.57E+01,8.88E+00,,,,,,,
17,1.03E+01,1.34E+01,,,,,,,
18,3.29E+00,3.73E+01,,,,,,,
19,2.18E+00,4.93E+01,,,,,,,
20,1.00E+02,1.01E+00,,,,,,,
21,1.96E+00,4.93E+01,,,,,,,
22,4.29E+00,2.14E+01,,,,,,,
23,1.39E+01,6.47E+00,,,,,,,
24,5.46E+01,1.58E+00,,,,,,,
25,3.80E+00,2.09E+01,,,,,,,
26,1.03E+01,7.54E+00,,,,,,,
27,9.83E+00,7.48E+00,,,,,,,
28,2.62E+01,2.73E+00,,,,,,,
29,3.09E+01,2.28E+00,,,,,,,
30,1.03E+01,6.81E+00,,,,,,,
31,2.06E+01,3.39E+00,,,,,,,
32,5.05E+01,1.26E+00,,,,,,,
33,9.95E+00,5.83E+00,,,,,,,
34,2.06E+01,2.62E+00,,,,,,,
35,1.41E+01,3.77E+00,,,,,,,
36,3.12E+01,1.70E+00,,,,,,,
37,7.51E+00,6.90E+00,,,,,,,
38,5.79E+00,8.03E+00,,,,,,,
39,1.39E+01,3.30E+00,,,,,,,
40,4.46E+01,1.00E+00,,,,,,,
41,1.41E+01,3.16E+00,,,,,,,
42,1.37E+01,3.15E+00,,,,,,,
43,8.59E+00,4.84E+00,,,,,,,
44,7.31E+00,5.49E+00,,,,,,,
45,2.95E+01,1.26E+00,,,,,,,
46,4.61E+00,8.03E+00,,,,,,,
47,3.67E+01,1.00E+00,,,,,,,
48,5.46E+01,6.74E-01,,,,,,,
49,1.80E+01,2.01E+00,,,,,,,
50,2.34E+01,1.51E+00,,,,,,,
51,6.92E+00,5.05E+00,,,,,,,
52,1.05E+01,3.30E+00,,,,,,,
53,1.44E+01,2.28E+00,,,,,,,
54,7.51E+00,4.27E+00,,,,,,,
55,7.31E+00,4.27E+00,,,,,,,
56,1.66E+01,1.86E+00,,,,,,,
57,1.55E+00,1.98E+01,,,,,,,
58,2.06E+01,1.48E+00,,,,,,,
59,1.01E+00,2.96E+01,,,,,,,
60,2.43E+01,1.23E+00,,,,,,,
61,9.99E-01,2.96E+01,,,,,,,
62,1.22E+01,2.40E+00,,,,,,,
63,1.21E+01,2.40E+00,,,,,,,
64,1.03E+01,2.73E+00,,,,,,,
65,3.03E+01,9.27E-01,,,,,,,
66,1.81E+01,1.54E+00,,,,,,,
67,1.37E+01,2.01E+00,,,,,,,
68,1.46E+01,1.86E+00,,,,,,,
69,2.43E+01,1.11E+00,,,,,,,
70,5.34E-01,4.93E+01,,,,,,,
71,1.32E+01,1.97E+00,,,,,,,
72,6.77E-01,3.81E+01,,,,,,,
73,1.68E+01,1.51E+00,,,,,,,
74,1.55E+00,1.63E+01,,,,,,,
75,2.00E+01,1.26E+00,,,,,,,
76,6.10E+00,4.07E+00,,,,,,,
77,5.13E+00,4.84E+00,,,,,,,
78,1.17E+00,2.02E+01,,,,,,,
79,1.50E+01,1.56E+00,,,,,,,
80,3.43E+00,6.81E+00,,,,,,,
81,9.97E+00,2.28E+00,,,,,,,
82,2.42E+01,9.27E-01,,,,,,,
83,5.42E+00,4.07E+00,,,,,,,
84,3.77E+00,5.83E+00,,,,,,,
85,1.81E+01,1.20E+00,,,,,,,
86,1.43E+01,1.51E+00,,,,,,,
87,1.32E+01,1.60E+00,,,,,,,
88,1.37E+01,1.54E+00,,,,,,,
89,1.84E+01,1.14E+00,,,,,,,
90,1.17E+00,1.79E+01,,,,,,,
91,1.37E+01,1.53E+00,,,,,,,
92,1.84E+01,1.13E+00,,,,,,,
93,6.92E+00,2.99E+00,,,,,,,
94,1.55E+00,1.32E+01,,,,,,,
95,1.15E+01,1.75E+00,,,,,,,
96,1.32E+01,1.49E+00,,,,,,,
97,1.15E+01,1.65E+00,,,,,,,
98,1.21E+01,1.56E+00,,,,,,,
99,1.87E+01,1.00E+00,,,,,,,
100,1.32E+01,1.42E+00,,,,,,,
,,,,,,,,,
,,,,,,,,,
