reference,height,width,stripwidth,,,,,,
1,5.11E+01,3.86E+01,100,,,,,,
2,4.32E+01,3.83E+01,,,,,,,
3,3.79E+01,2.01E+01,,,,,,,
4,2.05E+01,3.64E+01,,,,,,,
5,4.01E+01,1.60E+01,,,,,,,
6,1.34E+01,3.83E+01,,,,,,,
7,2.52E+01,1.79E+01,,,,,,,
8,2.20E+01,1.60E+01,,,,,,,
9,1.80E+01,1.70E+01,,,,,,,
10,6.21E+01,4.13E+00,,,,,,,
11,6.53E+00,3.83E+01,,,,,,,
12,5.97E+00,3.86E+01,,,,,,,
13,5.75E+00,3.35E+01,,,,,,,
14,3.38E+00,3.86E+01,,,,,,,
15,8.27E+00,1.55E+01,,,,,,,
16,7.20E+00,1.70E+01,,,,,,,
17,4.60E+00,2.35E+01,,,,,,,
18,2.52E+01,4.08E+00,,,,,,,
19,5.28E+00,1.66E+01,,,,,,,
20,1.77E+00,3.86E+01,,,,,,,
21,3.70E+01,1.62E+00,,,,,,,
22,2.60E+01,2.08E+00,,,,,,,
23,2.26E+00,2.35E+01,,,,,,,
24,2.04E+00,2.35E+01,,,,,,,
25,2.16E+01,1.96E+00,,,,,,,
26,1.08E+00,3.64E+01,,,,,,,
27,4.22E+00,8.32E+00,,,,,,,
28,1.98E+00,1.64E+01,,,,,,,
29,4.22E+00,7.62E+00,,,,,,,
30,9.50E+00,3.37E+00,,,,,,,
31,2.42E+00,1.30E+01,,,,,,,
32,7.88E-01,3.86E+01,,,,,,,
33,2.10E+01,1.33E+00,,,,,,,
34,5.75E+00,4.83E+00,,,,,,,
35,2.06E+00,1.32E+01,,,,,,,
36,5.28E+00,5.15E+00,,,,,,,
37,1.03E+01,2.57E+00,,,,,,,
38,4.22E+00,5.99E+00,,,,,,,
39,1.59E+00,1.55E+01,,,,,,,
40,2.67E+01,8.78E-01,,,,,,,
41,1.80E+00,1.30E+01,,,,,,,
42,1.37E+01,1.70E+00,,,,,,,
43,2.60E+01,8.74E-01,,,,,,,
44,1.00E+00,2.26E+01,,,,,,,
45,9.53E-01,2.35E+01,,,,,,,
46,9.79E-01,2.26E+01,,,,,,,
47,1.30E+01,1.70E+00,,,,,,,
48,1.66E+00,1.32E+01,,,,,,,
49,1.59E+01,1.33E+00,,,,,,,
50,1.55E+00,1.32E+01,,,,,,,
,,,,,,,,,
,,,,,,,,,
