index,height,width
0,54.85290268390484,27.100813955728484,50.0
1,50.309138960821414,27.575561337178463
2,45.519448547621,29.883480710316444
3,92.99738475475719,28.707887536534002
4,189.47449342450915,27.298309500346566
5,139.25936778261826,29.873955415232604
6,98.98823410064578,25.719548058769714
7,172.23119249498444,29.35759413358992
8,128.89934278993672,26.727681449427486
9,162.02939415111825,27.78062727509278
10,106.01553380374887,25.429244338004885
11,116.69751096905348,28.279730553028166
12,173.3112291565884,29.905464580356167
13,156.01637663397045,27.791138917126787
14,88.60845984388516,26.15817677189318
15,119.99079775872018,29.136349914484185
16,50.8272848511013,25.641169458466152
17,122.26118895561501,28.587319648820365
18,145.2372554090361,25.9661105051829
19,117.1089961067841,26.856251607360562
20,39.46674599332451,29.65441675374237
21,192.32027027453674,28.002927001487272
22,93.08921443406582,25.86991437799051
23,166.65115687496237,25.58163009126167
24,107.77716087016455,25.91186051939044
25,195.0387171310419,28.460071686541173
26,17.362473625310844,29.87387453469014
27,129.2189392838644,25.13431534425156
28,47.72554725371208,29.28155441944958
29,149.4742858157932,25.036563786912804
30,17.662210015099962,37.10028001046648
31,145.12041702691573,32.867628343841474
32,54.94827335498029,33.52418115002479
33,93.29141049772186,15.743344175900098
34,183.63656332418506,42.61175758138825
35,40.660314268787886,23.72947257796415
36,6.620588811135212,35.16460739138621
37,78.6669027028659,14.890912802099832
38,98.3908800548052,28.892303153915076
39,0.76346611246043,0.24317732549231086
40,52.38842132686403,16.61416025268265
41,27.6229386889503,11.913629044748596
42,69.27709651736227,21.41553101685049
43,0.4099534904978433,0.6597111294522506
44,4.45105297726582,0.7144665224290192
45,17.69527957364564,2.790885484567313
46,57.45611549878437,15.579396943460788
47,55.77394191136461,8.581969039301734
48,8.858475076736944,33.83573823742641
49,266.4258147238661,39.1190933287423
