index,height,width
0,37.96356008053573,28.378334839763816,50.0
1,88.62574316136849,25.169261247711137
2,38.98871003020711,28.520306540743363
3,75.17113440887584,29.456035360228086
4,159.46954113407716,27.88463067825228
5,84.39462471437886,26.340507792355094
6,106.86032372333256,25.58646670910657
7,176.04207056970344,25.19754870899183
8,146.6133818079975,29.285683604931997
9,41.62849399324177,29.920315099485087
10,90.29148152822505,29.849441098868084
11,55.71365238078387,27.57495254530637
12,191.0994249483604,28.136012975371763
13,173.68947224045795,25.507793562067643
14,162.63619697831936,28.9366292027206
15,34.35030843984873,26.866142450927597
16,58.955566993975744,25.124802476974075
17,41.162602405431834,29.459557708241917
18,140.9161352928735,28.231556882117204
19,27.38386037705136,25.510611466918384
20,89.56561611180815,29.990165498828546
21,55.93626432118311,25.122428107390935
22,162.2293784369868,27.87545323410158
23,132.76887638845201,29.224872810281585
24,47.094979162443565,26.300415473102777
25,79.66699000849967,28.35208183417492
26,124.80228942260231,28.926846694508136
27,88.60460378742067,26.851096859265883
28,175.4038636537829,26.49687152905798
29,149.34669986179694,28.024684723370527
30,192.9623432367799,28.69871292585388
31,162.36915596586937,29.27099613378931
32,114.44857577952531,27.84273071347296
33,12.368135398601591,27.498535537742626
34,49.65806684142537,26.542704970707902
35,71.66466904118626,28.96698635361063
36,105.38465261759758,26.172539018461762
37,199.427444386385,29.232753456400395
38,101.20768329601908,27.599997213031845
39,181.21914154796718,28.062658381027667
40,166.1623146214654,25.58679153914602
41,76.40954118257349,26.020040533233203
42,197.63063560234653,28.288274559599778
43,42.08001100293132,28.924588944468262
44,108.0082818060172,28.48619284732736
45,114.31327296739073,28.54054982507297
46,106.08338733903418,28.544397750691616
47,117.6442844604649,27.657524167441927
48,176.79048666622654,26.590110101542084
49,85.51512738094496,25.19389132346623
50,48.62370316537446,27.092275802386403
51,134.53283507193134,27.07496487955207
52,132.4129425211588,29.833748452274573
53,11.109463016854622,26.416305234862566
54,149.18468586748293,27.255478017018778
55,69.97651930970292,26.977186951725933
56,92.09565506766022,26.28858152348188
57,54.96048170488765,26.940036270471694
58,160.10508139609468,27.084115409284863
59,88.31410083152531,25.81872648917887
60,43.23896949369525,27.50056686448211
61,108.96103731659497,25.701937931802256
62,157.74820085894547,28.81552350027314
63,78.92213481304769,29.097361224372065
64,143.27183769588703,29.890679265117726
65,52.8490644510086,29.35833944730631
66,140.24683120296265,28.938277779769876
67,156.64688165417348,26.046620662942185
68,105.46887180188835,29.112290747912272
69,37.05627661530149,26.613205948017352
70,8.735546295005832,26.37907293229774
71,115.24212849942322,27.46385457397568
72,97.34975758992469,25.50993203002964
73,25.52693927215348,26.816623606283258
74,169.89408676576414,27.5819969409728
75,91.69948033411737,28.755892265847528
76,119.222416503899,25.073962070833073
77,78.98087218586564,27.540640586252355
78,50.084388608896006,28.49973149991462
79,153.02585395836903,28.53432279779063
80,111.81629492176452,26.53568202522217
81,184.03671810760707,27.08949504592627
82,14.859182667554855,29.76621003555908
83,170.04673633219988,29.34242890369179
84,17.594200007674566,26.49742055382105
85,146.8382716660272,29.151261747242877
86,170.70352205732308,27.57026450683845
87,188.90040942285103,28.345804443004393
88,5.387781515101715,25.74212416523997
89,145.78118633779007,28.04794892378493
90,69.06654135448049,28.999791949302143
91,182.05877502095973,27.068687223951144
92,70.11851487137562,26.1169835275441
93,104.83054391597314,29.291074466633273
94,127.21281475161577,26.875972640947833
95,174.22768917844883,25.50803824325271
96,139.49439523156644,28.63562625765499
